docid	allcopiesofwork	author	authordate	category	copiesin25yrs	enumcron	firstpub	gender	genres	hathiadvent	imprint	inferreddate	latestcomp	nationality	pseudonym	realname	shorttitle	subjects
uiuo.ark+=13960=t79s2gq4b	4	Holstein, Anthony Frederick		longfiction	4	v.3	1810.0	u		contemporary	London;Printed at the Minerva Press, for A.K. Newman;1810.	1810	1810				The miseries of an heiress	
uc1.b3037091	1			longfiction	1	v.2	1748.0	u	NotFiction	reprint	London;Hurst, Robinson and co.;1821-24	1821	1821				Ballantyne's novelist's library. [With prefatory memoirs by Sir Walter Scott]	
mdp.39015047453298	1	Humphreys, Emyr	1919-	longfiction	1		1998.0	m	Domestic fiction|NotFiction|Psychological fiction	contemporary	Bridgend, Wales|Seren|1998.	1998	1998	uk			The gift of a daughter	Tuscany|Married people|Anglesey|Archaeology teachers|Italy|Fiction|Death|Wales|Fathers and daughters|Children
uc1.$b799542	3	Guérard, Albert J. (Albert Joseph)	1914-2000.	longfiction	3		1945.0	m	Fiction|NotFiction	contemporary	New York|A. A. Knopf|1945.	1945	1945	us		Guerard, Albert Joseph	Maquisard, a Christmas tale	Fiction|World War, 1939-1945
mdp.39015012117514	1	Garfield, Leon	1921-1996.	juvenile	1		1971.0	m	UnknownGenre	contemporary	New York|Pantheon Books|1971	1971	1971	uk			The god beneath the sea	
uc2.ark+=13960=t9571dq8v	6	James, G. P. R. (George Payne Rainsford)	1799-1860.	longfiction	6	v.0003	1847.0	m		contemporary	London;Smith, Elder, & co.;1847.	1847	1847	uk			The convict;	
mdp.39015005775120	1	Lenski, Lois	1893-1974.	juvenile	1		1941.0	f	UnknownGenre	contemporary	Philadelphia|J.B. Lippincott|c1941	1941	1941	us			Indian captive: the story of Mary Jemison	Fiction|Jemison, Mary|1743-1833
uc2.ark+=13960=t78s4nw43	1	Oertel, Wilhelm	1798-1867.	longfiction	1		1856.0	m		contemporary	New York;Ernst Kaufmann;1856?	1856	1856	de	von Horn, W.O.	Wilhelm Philipp Oertel, Friedrich 	Simon	
mdp.39015012063759	1	Belpré, Pura	1899-1982.	juvenile	1		1932.0	f	UnknownGenre	contemporary	New York|London|F. Wane & co., inc.|c1932	1932	1932	pr		Belpré, Pura	Perez and Martina, a Portorican folk tale	
uiuo.ark+=13960=t2794hz6s	2	Hopton, Anna Maria		longfiction	2	v.1	1858.0	f		contemporary	Oxford;J. Henry and J. Parker;1858.	1858	1858				Dawn and twilight	
uc1.$b56750	1	Gunn, Neil Miller	1891-1973.	longfiction	1		1937.0	m	NotFiction	contemporary	Philadelphia|London|J. B. Lippincott company|c1937	1937	1937	uk			Highland river	
uc1.b3346770	1	Mead, Shepherd	1914-1994.	longfiction	1		1954.0	m	Fiction	contemporary	New York|Simon and Schuster|1954.	1954	1954	us			The big ball of wax; a story of tomorrow's happy world, a novel	
uc1.$b102148	1	Hergesheimer, Joseph	1880-1954.	longfiction	1		1929.0	m	NotFiction	contemporary	London|E. Mathews & Marrot|1929.	1929	1929	us			Triall by armes	
uc1.b4362506	2	Wilkinson, Sylvia	1940-	longfiction	2		1982.0	f	Fiction	contemporary	New York, N.Y.|Putnam|c1982.	1982	1982	us			Bone of my bones	
mdp.39015016435284	2	Keeley, Edmund	1928-	longfiction	2		1958.0	m	Fiction	contemporary	New York|Scribner|1958	1958	1958	us			The libation	
mdp.39015030742780	1	Douglas, Robin	1902-	longfiction	1		1925.0	u	UnknownGenre	contemporary	London|A.M. Philpot, ltd.|1925?	1925	1925				16 to 21	
uiuo.ark+=13960=t9p27jk9d	4	West	1758-1852.	longfiction	4	v.1	1814.0	f		contemporary	London;Printed for Longman, Hurst, Rees, Orme, and Brown;1814.	1814	1814	uk	Mrs. West|Homespun, Prudentia	West, Jane	Alicia de Lacy;	
mdp.39015037474619	2	Fowler, Connie May	1960-	longfiction	2		1996.0	f	Domestic fiction|Fiction|Bildungsromans	contemporary	New York|G.P. Putnam's Sons|c1996.	1996	1996	us			Before women had wings	Florida|Fiction|Families|Girls
uiuo.ark+=13960=t3805qq41	3	Sedley, Charles		longfiction	3	v.2	1701.0	u		reprint	London;Hughes;1807.	1807	1807				The infidel mother: or, Three winters in London	
mdp.39015014158185	1	Bradbury, Ray	1920-2012.	shortfiction	1		1984.0	m	Fiction	contemporary	New York|Knopf|1988.	1988	1988	us			The Toynbee convector	
uc2.ark+=13960=t7pn8xw86	3	Seawell, Molly Elliot	1860-1916.	longfiction	3		1900.0	f	Fiction|NotFiction	contemporary	New York;Charles Scribner's Sons;1900.	1900	1900	us			The house of Egremont	American fiction
mdp.39015012201979	1			shortfiction	1		1970.0	u	UnknownGenre	contemporary	Moscow|Progress Publishers|1970.	1970	1970				Nineteenth century American short stories	American fiction|19th century
pst.000027630617	3	Ambler, Eric	1909-1998.	longfiction	3		1959.0	m	Fiction|NotFiction	contemporary	New York|Knopf|1967, [c1959].	1959	1959	uk	Reed, Eliot		Passage of arms	
pst.000021269554	1	Bishop, Claire Huchet	1898-1993.	juvenile	1	1992	1953.0	f	NotFiction	reprint	New York|Viking Press|1992], c1981.	1981	1981	us			All alone	
nyp.33433082290754	1	Author of Ellen Herbert		longfiction	1		1848.0	u	Juvenile audience|Fiction	contemporary	New York;Harper & Brothers;1848.	1848	1848				William the cottager	Children's stories, English
uc1.32106009785699	1	Peters, Daniel		longfiction	1		1991.0	m	Fiction	contemporary	New York|Random House|1991.	1991	1991	us			The Incas : a novel	Incas|Fiction
uc1.32106005276909	2		1936-2001.	longfiction	2		1972.0	m	Fiction	contemporary	New York|Macmillan|c1981.	1981	1981	ru		Kolupaev, Viktor Dmitrievič	World's spring	Translations into English|Science fiction, Russian|Science fiction, English
mdp.39015032141841	2	Semenov, I͡Ulian	1931-1993.	longfiction	2		1969.0	m	War stories|Fiction	contemporary	Moscow|Progress Publishers|1973	1973	1973	ru	Semyonov, Yulian Semyonovich	Lyandres, Yulian Semyonovich	Seventeen moments of spring	Fiction|Soviet Union|World War, 1939-1945
uc1.b3325717	4	Oliphant, Mrs. (Margaret)	1828-1897.	longfiction	4	v. 1	1886.0	f	NotFiction	contemporary	London;W. Blackwood;1886.	1886	1886	uk		Oliphant, Margaret	A House divided against itself	
uiuo.ark+=13960=t6f19g419	4	Kelly, Isabella	1759-1857.	longfiction	4	v.3	1813.0	f		contemporary	London;J. Souter, sold by Mr. Mozley;1813.	1813	1813	uk			Jane de Dunstanville, or, Characters as they are	
mdp.39015054073187	1			shortfiction	1		1980.0	u	Fiction	contemporary	New York|Arbor House : [distributed by Dutton|c1980.	1980	1980				The Arbor House treasury of modern science fiction	Science fiction, American|Science fiction, English
uiuo.ark+=13960=t0gt67j4p	3	Parker, Emma		longfiction	3	v.3	1813.0	f		contemporary	London;Printed for B. and R. Crosby;1823.	1813	1813	uk			Aretas	
mdp.39015013446680	6	Snorri Sturluson	1179?-1241.	poetry	6	v.2	1300.0	u	History|UnknownGenre|NotFiction	reprint	London;New York [etc.;Norr??na society;1906.	1906	1906				The Heimskringla, a history of the Norse kings	History
uc1.b3406949	1	Schatz, Letta		juvenile	1		1964.0	u	NotFiction	contemporary	New York|McGraw-Hill|1964	1964	1964				Taiwo and her twin	
uva.x030825524	11	Dumas, Alexandre	1802-1870.	longfiction	10	v.14 1893	1847.0	m	Fiction|UnknownGenre|NotFiction	reprint	Boston;Estes and Lauriat;1893.	1893	1870	fr			The forty-five	Henry III, 1574-1589|History|Fiction|Fiction|History
uiuo.ark+=13960=t1hh6st5v	2	Charlton, Mary		longfiction	2	v.2	1805.0	f		contemporary	London;Printed at the Minerva-Press, for Lane, Newman, and Co.;1805.	1805	1805				The homicide	
nyp.33433074927645	2			notfiction	2	v. 11 (History of Sir Charles Grandison; part 3)	1820.0	u	NotFiction	contemporary	London;s.n.;1820.	1820	1820				The British novelists; with an essay, and prefaces, biographical and critical	English literature
uiuo.ark+=13960=t4qj7s022	3	Damer, Anne Seymour Conway	1748-1828.	longfiction	3	v.2	1801.0	f		contemporary	London;J. Johnson;1801.	1801	1801	uk			Belmour	
mdp.39076005051995	2	Thomas, Dylan	1914-1953.	shortfiction	1		1938.0	u	Fiction	contemporary	London|Putnam|1955.	1955	1953				Adventures in the skin trade	
nyp.33433074940473	1	Boothby, Guy Newell	1867-1905.	longfiction	1		1900.0	m	Fiction	contemporary	New York;New Amsterdam Book Co.;1903.	1903	1903	au			The viceroy's protegé; or, A prince of swindlers	English fiction
mdp.39015031325965	2	Hutchins, Maude	1899-1991.	shortfiction	2		1952.0	f	Fiction	contemporary	New York|1952	1952	1952	us			Love is a pie. : Stories and plays	
uc1.b4396391	1	Messick, Hank	1922-1999.	longfiction	1		1968.0	m	NotFiction	contemporary	New York|Macmillan|1968	1968	1968	us			Syndicate in the sun	Miami-Dade County|Florida|Crime
uiuo.ark+=13960=t7cr65n7z	3	Daniel, Mackenzie		longfiction	3	v.2	1852.0	f		contemporary	London;Newby;1852	1852	1852				The student's wife	
mdp.39015063560687	4	Hewlett, J. (Joseph)	1800-1847.	longfiction	4	v.2	1841.0	m	Fiction	contemporary	London;Henry Colburn;1841.	1841	1841	uk			The parish clerk	
mdp.39015003341198	1	Fine, Warren		longfiction	1		1971.0	m	Fiction	contemporary	New York|Knopf|1971.	1971	1971				In the animal kingdom	
njp.32101066478106	2	Banim, John	1798-1842.	longfiction	2	v.3	1827.0	m	Fiction	contemporary	London;H. Colburn;1827.	1827	1827	ir			Peter of the castle	Social life and customs|Fiction|19th century
nyp.33433074868120	2	Hofland, (Barbara), Mrs	1770-1844.	longfiction	2		1830.0	f	Fiction	contemporary	New York;W. B. Gilley;1830;(New York?;G. L. Austin, Printers)	1830	1830	uk		Hofland, Barbara	The stolen boy: a story, founded on facts	English fiction|Comanche Indians|Fiction|Indian captivities
osu.32435067907899	1	Williams, Wright		longfiction	1		1940.0	u	Love stories|Fiction	contemporary	New York|Phoenix Press Publishers|c1940.	1940	1940				Percentage girl	Women|Fiction|Conduct of life|Man-woman relationships
uc2.ark+=13960=t3xs5q96f	7	Porter, Jane	1776-1850.	longfiction	7	v.2	1824.0	f	Fiction	contemporary	London;Longman, Hurst, Rees, Orme, Brown, and Green;1824.	1824	1824	uk			Duke Christian of Luneburg	duke of Brunswick-LÃ¼nebur
njp.32101066459312	3	Gleig, G. R. (George Robert)	1796-1888.	longfiction	3	v.2	1837.0	m	Fiction	contemporary	London;H. Colburn;1837.	1837	1837	uk			The Hussar	English literature|Fiction
mdp.39015019985244	1	Bates, H. E. (Herbert Ernest)	1905-1974.	shortfiction	1		1943.0	m	NotFiction	contemporary	London|J. Cape|1943	1943	1943	uk			How sleep the brave, and other stories	Aerial operations|Great Britain|Royal Air Force|World War, 1939-1945
uiuo.ark+=13960=t6vx11m1v	3	Yates, Edmund Hodgson	1831-1894.	longfiction	3	v.3	1864.0	m		contemporary	London;J. Maxwell;1864.	1864	1864	uk			Broken to harness	
nyp.33433010974719	1	Miller, Olive Thorne	1831-1918.	longfiction	1		1888.0	f	NotFiction	contemporary	Boston and;New York;Houghton, Mifflin and company;1897.	1897	1897	us	Thone, Oliver|Miller, Oliver Thorne	Miller, Harriet Mann	In nesting time;	Birds
mdp.39015066648810	3	Mauriac, François	1885-1970.	longfiction	3		1922.0	m	Fiction	reprint	London|Eyre & Spottiswoode|1950.	1950	1950	fr		Mauriac, François	A kiss for the leper =Le baiser au lépreux ; [Genetrix]	
uc1.b3868721	1	Coxe, George Harmon	1901-1984.	longfiction	1		1964.0	m	Fiction	contemporary	New York|Knopf|1965 [c1964	1965	1964	us			With intent to kill	
mdp.39015010702044	3	Gamow, George	1904-1968.	longfiction	3		1944.0	m	UnknownGenre|NotFiction	contemporary	New York|The Macmillan company|Cambridge [Eng.|The University press|1944.	1944	1944	us			Mr Tompkins explores the atom	Atoms
inu.30000121043115	1			shortfiction	1	v.13	1700.0	u	NotFiction	reprint	Denver, Col.;Burton Club;1885-1888	1885	1885				Plain and literal translation of the Arabian nights entertainments; now entituled the book of the Thousand nights and a night	
nyp.33433005069681	1	May, Annie		juvenile	1		1863.0	f	Fiction	contemporary	Boston;W.H. Hill;1863.	1863	1863				Stories for you	
hvd.32044086802147	1			shortfiction	1		1823.0	u	NotFiction	contemporary	London;T. and G. Underwood;1823.	1823	1823				Tales of my father, and my friends	
uc1.b3346167	1	Baker, Dorothy	1907-1968.	longfiction	1		1948.0	f	NotFiction	contemporary	Boston|Houghton Mifflin Co.|1948.	1948	1948	us			Our gifted son	
mdp.39015013435667	2	Moberg, Vilhelm	1898-1973.	longfiction	2		1937.0	m	NotFiction	contemporary	New York|Simon and Schuster|1938[c1937].	1937	1937	sw			Memory of youth	
uiuo.ark+=13960=t1wd4k28k	10	Disraeli, Benjamin, Earl of Beaconsfield	1804-1881.	longfiction	4	v.1	1831.0	m	Political fiction|NotFiction|Bibliographies|Love stories|Fiction|Bildungsromans	contemporary	London;Henry Colburn and Richard Bentley;1831.	1831	1831	uk			The young duke	Fathers and sons|Young men|Nobility|Fiction|Catholic emancipation
uc1.$b497750	1	Rekemchuk, Aleksandr	1927-2017.	longfiction	1		1972.0	m	Fiction	contemporary	Moscow|Progress Publishers|1972	1972	1972	ukr			Boys who did a-singing go; a novel	Fiction
nyp.33433075861835	1	Yonge, Charlotte M. (Charlotte Mary)	1823-1901.	longfiction	1		1893.0	f	Fiction	contemporary	New York;T. Whittaker;c1893	1893	1893	uk			The treasures in the marshes	
nyp.33433076032386	1	Cooper, James Fenimore	1789-1851.	longfiction	1	v. 15 The Monikins	1835.0	m	NotFiction	contemporary	New York;W. A. Townsend;1859-1861.	1859	1851	us			The Monikins	
pst.000007265099	1	Wyndham, Lee	1912-	juvenile	1		1955.0	m	NotFiction	contemporary	New York|Scholastic Book Services|c1955.	1955	1955				Susie and the ballet family	
njp.32101068177094	3	Du Bois, Edward	1774-1850.	longfiction	3	vol.2	1801.0	m	Fiction	contemporary	London;T.N. Longman and O. Rees;1803.	1803	1803	uk			Old Nick; a satirical story	
uc2.ark+=13960=t9p26r397	1	Miller, Warren Hastings	1876-1920.	longfiction	1		1920.0	m		contemporary	New York;London;D. Appleton and company;1920.	1920	1920	us			The ring-necked grizzly	
nyp.33433076078843	1	Scott, Walter, Sir	1771-1832.	longfiction	1	v. 1	1814.0	m	Fiction	reprint	Leipzig;B. Tauchnitz;1845-60.	1845	1832	uk			Waverley novels	
uiuo.ark+=13960=t0sq9m438	5	Hook, Theodore Edward	1788-1841.	longfiction	3	v.2	1808.0	m	Fiction	contemporary	London;S. Tipper;1808.	1808	1808	uk			The man of sorrow;	
nnc1.1002173220	1	Cone, Joe	1869-	longfiction	1		1905.0	m	Fiction	contemporary	Boston;The Colonial press, inc.;1905	1905	1905	us			The waybackers	
uiuo.ark:/13960/t1kh1680z	3	Price, Eleanor C. (Eleanor Catherine)		longfiction	3	v.3	1983.0	f	Fiction	contemporary	London|Chatto & Windus|1883.	1983	1983				The foreigners : a novel	823P926F
uc2.ark+=13960=t3qv3kf93	6	Gissing, George	1857-1903.	longfiction	4		1898.0	m	Fiction	contemporary	London;Methuen & Co.;1898.	1898	1898	uk			The town traveller	
mdp.39015003350058	1	English, Isobel	1920-1994.	shortfiction	1		1973.0	f	Fiction	contemporary	London|Martin Brian & O'Keefe|1973	1973	1973	uk	English, Isobel	Braybrooke, June Guesdon	Life after all, and other stories	
uiuo.ark+=13960=t5fb5pp94	4	Rowcroft, Charles	1798-1856.	shortfiction	4	v.2	1843.0	m	Fiction	contemporary	London;Saunders & Otley;1843.	1843	1843	uk			Tales of the colonies, or, The adventures of an emigrant	Tasmania|Frontier and pioneer life|Australia
uc1.b3810812	1	Bright, A. D		shortfiction	1		1901.0	u	NotFiction	contemporary	Shrewsbury, Eng.;L. Wilding;1901.	1901	1901				Three Xmas gifts, and other tales	Maori (New Zealand people)|Folklore|Fables, Maori
uc1.b3687408	2	Cain, James M. (James Mallahan)	1892-1977.	longfiction	2		1948.0	m	NotFiction	contemporary	New York|A.A. Knopf|1948.	1948	1948	us			The moth	larpcal|Romance Norte Americano
uc1.b3189834	1	Shemin, Margaretha		juvenile	1		1963.0	f	NotFiction	contemporary	Coward-McCann|1963	1963	1963				The little riders	
mdp.39076002869191	1	Salibian-Best, Marie		longfiction	1		2005.0	f	Fiction	contemporary	Warfield, Berkshire [England|Masis Books|c2005.	2005	2005	arm			Antaram	Armenians|Cyprus|Fiction|Forced marriage
uc2.ark+=13960=t1qf8q78s	4	Hook, Theodore Edward	1788-1841.	shortfiction	4	v.2	1825.0	m		contemporary	London;Printed for H. Colburn;1825.	1825	1825	uk			Sayings and Doings	
mdp.39015058727135	1	Gaskin, Catherine	1929-2009.	longfiction	1		1972.0	f	Novel	contemporary	Garden City, N.Y.|Doubleday|c1972.	1972	1972	au			A falcon for a queen	
mdp.39015066071013	2			shortfiction	2		1959.0	u	NotFiction	contemporary	New York|Dutton|1959.	1959	1959				Best short stories	Short stories
uc2.ark+=13960=t28911z65	1	Crawford, F. Marion (Francis Marion)	1854-1909.	longfiction	1		1884.0	m		contemporary	New York;London;Macmillan;c1893	1893	1893	us			A Roman singer	
njp.32101068174737	3	Jameson, Margaret		longfiction	3	vol.1	1887.0	f	Fiction	contemporary	London;Tinsley Brothers;1887.	1887	1887				Training : a tale of North-country life	
uiuo.ark+=13960=t8gf1dn6k	2	Beall, Noble Y		longfiction	2	v.1	1823.0	u		contemporary	Edinburgh;Printed for the author; sold by Bell & Bradfute;1823.	1823	1823				Precipitance;	
uiuo.ark+=13960=t0ht2zr4v	3	Crumpe		longfiction	3	v.2	1823.0	f		contemporary	Edinburgh;printed for A. Constable and Co., etc., etc.;1823.	1823	1823				Isabel St. Albe, or Vice and virtue	
mdp.39015071422854	1	Hanks, S. W. (Stedman Wright)	1811-1889.	longfiction	1		1879.0	m	Allegories|Fiction	contemporary	Boston;D. Lothrop;c1879.	1879	1879	us			The Crystal River turned upon the Black Valley railroad and Black Valley country : a temperance allegory	United States|Temperance|Fiction
mdp.39015038098920	2	Slaughter, Carolyn	1946-	longfiction	2		1986.0	f	Fiction	contemporary	London|Viking|1986.	1986	1986	uk			The innocents	
mdp.39015078556472	1			longfiction	1		1719.0	u	Juvenile audience|Fiction|Juvenile literature|Imaginary voyages	reprint	London;New York;Raphael Tuck & Sons, Co., Ltd.;189-?	1890	1890				Robinson Crusoe	Shipwreck survival|Juvenile literature|Crusoe, Robinson (Fictitious character)|Castaways|Shipwrecks|Juvenile fiction
hvd.hn5dn6	2	Lee, Hannah Farnham Sawyer	1780-1865.	longfiction	2		1837.0	f	NotFiction	contemporary	Boston;Whipple and Damrell;1837.	1837	1837	us			The contrast : or, Modes of education	
mdp.39015034346216	1	La Guma, Alex	1925-1985.	shortfiction	1		1962.0	m	NotFiction	contemporary	Ibadan|Mbari Publications|1962	1962	1962	sa			A walk in the night	
inu.32000006900023	3	Collins, Mortimer	1827-1876.	longfiction	3	v.1	1876.0	m	Fiction	contemporary	London;R. Bentley and Son;1878.	1878	1876	uk			You play me false : a novel	
mdp.39015034282858	1	Montemayor, Carlos	1947-2010.	longfiction	1		1980.0	m	Domestic fiction|Fiction	contemporary	Kaneohe, Hawaii|Plover Press|1995.	1995	1995	me			Blood relations	Miners|Fiction|Mexico, North
mdp.39015026439300	1	Rubin, Theodore Isaac	1923-	longfiction	1		1965.0	m	Fiction	contemporary	New York|Ballantine|1966, c1965.	1966	1965	us			Platzo and the Mexican pony rider	
hvd.hn2gfm	1	Hall, S. C., Mrs	1800-1881.	juvenile	1		1830.0	f	NotFiction	contemporary	Boston;Cottons and Barnard;1830.	1830	1830	ir		Hall, Anna Maria	Chronicles of a school room	
hvd.hx2qhf	2	Thomas, Francis	1799-1876.	notfiction	2		1845.0	u	NotFiction	contemporary	S.l.;s.n.;1845	1845	1845				Statement of Francis Thomas [concerning his domestic grievances]Microform	Thomas, Francis|1799-1876
mdp.39015011369454	1	Tiktin, Carl		longfiction	1		1979.0	m	Fiction	contemporary	New York|Arbor House|c1979.	1979	1979				Ron	
uc1.b4088969	2	Shaw, Irwin	1913-1984.	shortfiction	2		1965.0	m	Short stories|Publishers' advertisements	contemporary	New York|Delacorte Press|1965.	1965	1965	us			Love on a dark street : and other stories	
njp.32101066458470	3	Coxe, Eliza A		longfiction	3	v.2	1813.0	f		contemporary	London;Printed by E. & H. Hodson for B. & R. Crosby & Co.;1813.	1813	1813	uk			Liberality and prejudice : a tale	
uiuo.ark+=13960=t2697sc0d	3	Stephens, George	1800-1851.	longfiction	3	v.2	1835.0	m		contemporary	London;Smith, Elder;1835.	1835	1835	uk			The Manuscripts of Erdély	
mdp.39015007015244	1	Trollope, Anthony	1815-1882.	longfiction	1		1882.0	m	NotFiction	contemporary	New York;G. Munro;1883	1883	1882	uk			The Land leaguers; a story of Irish life in the present time	
