docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob
inu.39000005639880	Reed, A. W. (Alexander Wyclif)	Reed, A. W. (Alexander Wyclif)	1908-1979.	1980	1979	s	1980	    	Terrey Hills, N.S.W.|Reed|1980.	1980		NotFiction	Folklore|Aboriginal Australians|Australia|Tales|Aborigines, Australian|Legends		GR365.R419	8347927.0	at 	103649	2	5.0	5.0			Aboriginal stories of Australia / | $c: A.W. Reed ; illustrated by Roger Hart.		True	Aboriginal stories of Australia	0.4074462668527994	0.8620604037373468
inu.30000107498002	Bowen, Elizabeth	Bowen, Elizabeth	1899-1973.	1981	1973	t	2006	1981	New York|Anchor Books|2006, c1981.	2006	1st Anchor Books ed.	Bibliographies|Fiction				70866384.0	nyu	7587309	1	5.0	5.0			The collected stories of Elizabeth Bowen.		True	The collected stories of Elizabeth Bowen	0.0	0.0
mdp.39015030754256	Khin Myo Chit, Daw	Khin Myo Chit, Daw	1915-	1970	1970	 	1970	    	Rangoon|U Htin Gyi|1970	1970		Fiction|UnknownGenre	Anawrahta, King of Burma|Fiction|fl. 1044-1077			4434762.0	br 	632069	2	4.0	4.0			Anawrahta of Burma / | $c: Khin Myo Chit ; ill. by U Ba Kyi		True	Anawrahta of Burma	0.1111954776727848	0.16398512267949852
mdp.39015010298464	Nabokov, Vladimir Vladimirovich	Nabokov, Vladimir Vladimirovich	1899-1977.	1970	1970	s	1970	    	New York|McGraw-Hill Book Co.|c1970	1970	[1st ed.]	Fiction|NotFiction	Fiction	Soviet Union		93252.0	nyu	1060044	3	4.0	4.0			Mary; a novel | $c: [by] Vladimir Nabokov. Translated from the Russian by Michael Glenny in collaboration with the author.		True	Mary; a novel	0.35466535263353016	0.004632106379592089
uc1.32106007902494	Mishima, Yukio	Mishima, Yukio	1925-1970.	1970	1970	s	1970	    	Tokyo|Kodansha International|1970	1970	[1st ed.	NotFiction	Fiction			93604.0	ja 	1184880	2	4.0	4.0			Sun & steel. | $c: Translated by John Bester.		True	Sun & steel	0.9201381850735382	0.0007151933956477562
uc1.32106001590915	Orga, Margarete	Orga, Margarete		1970	1970	s	1970	    	London|Kimber|1970.	1970		Fiction	Fiction|Social life and customs|Short stories, Russian|Translations into English	Soviet Union	PZ1.O715HoPG3286	96472.0	enk	3107534	4	4.0	4.0			The house on the Fontanka: | modern Soviet short stories; | $c: edited by Margarete Orga.		True	The house on the Fontanka: modern Soviet short stories;	0.3183992733749118	0.05456396644483942
mdp.39015000219561	McCarthy, Mary	McCarthy, Mary	1912-1989.	1971	1971	s	1971	    	New York|Harcourt, Brace, Jovanovich|1971	1971	[1st ed.]	Fiction|NotFiction			PZ3.M1272Bi	142798.0	nyu	1028814	1	4.0	4.0			Birds of America | $c: [by] Mary McCarthy.		True	Birds of America	0.0	0.0
mdp.39015046445832	Le Guin, Ursula K	Le Guin, Ursula K	1929-	1971	1971	s	1971	    	New York|Atheneum|1971, t.p. 1980.	1971		Fiction|NotFiction	Fantastic fiction			159088.0	   	1031490	2	4.0	4.0			The tombs of Atuan | $c: [by] Ursula K. Le Guin. Illustrated by Gail Garraty.		True	The tombs of Atuan	0.042408406114726606	0.007294264775570902
uc1.32106006622242	Lessing, Doris May	Lessing, Doris May	1919-	1971	1971	s	1971	    	London|Cape|1971.	1971		Bibliographies|Fiction|NotFiction				160873.0	   	7117761	1	4.0	4.0			Briefing for a descent into hell | $c: [by] Doris Lessing.		True	Briefing for a descent into hell	0.32843538549163	0.04510786476093313
mdp.39015001371585	Gardner, John	Gardner, John	1926-2007.	1972	1972	s	1972	    	New York|Knopf; [distributed by Random House|1972.	1972	[1st ed.]	Fiction	Police|Fiction|New York (State)			333602.0	nyu	432138	3	4.0	4.0			The sunlight dialogues | $c: [by] John Gardner. Illus. by John Napper.		True	The sunlight dialogues	0.07019804555569566	0.003783383048228064
mdp.39015005556736	Tedlock, Dennis	Tedlock, Dennis	1939-	1972	1972	s	1972	    	New York|Dial Press|1972.	1972		Bibliographies|NotFiction	Zuñi poetry|American poetry|Translations into English.|Translations into English|Zuni poetry		PM2711.Z95E5 1972	278003.0	nyu	1009918	3	4.0	4.0			Finding the center; | narrative poetry of the Zuñi Indians. | $c: Translated by Dennis Tedlock. From performances in the Zuñi by Andrew Peynetsa and Walter Sanchez. 		True	Finding the center; narrative poetry of the Zuñi Indians	0.5075431758363488	0.6643219190333715
mdp.39015005749661	Tournier, Michel	Tournier, Michel		1972	1972	s	1972	    	Garden City, N.Y.|Doubleday|1972.	1972		Bibliographies|Fiction			PZ4.T729OgPQ2680.O83	410406.0	nyu	1216810	1	4.0	4.0			The ogre. | $c: Translated from the French by Barbara Bray.		True	The ogre	0.6986880611314692	0.027220949227320525
mdp.39015053539204	Naipaul, Shiva	Naipaul, Shiva	1945-	1973	1973	s	1973	    	London|Deutsch|1973.	1973		Fiction|NotFiction			PZ4.N154ChPR9272.9.N3	672614.0	enk	634365	2	4.0	4.0			The chip-chip gatherers.		True	The chip-chip gatherers	0.061429857669781776	0.06499740372106727
uc1.b4387130	Khamsing Srinawk	Khamsing Srinawk	1930-	1973	1973	s	1973	    	Kuala Lumpur|New York|Oxford University Press|1973.	1973		Fiction	1930-|Thai fiction|Short stories|Social life and customs|Fiction|Srinawk, Khamsing|Translations into English	Thailand		801515.0	my 	737967	3	4.0	4.0			The politician and other stories | $c: [by] Khamsing Srinawk [Lao Khamhawm]. Translated by Domnern Garden; edited and introduced by Michael Smithies.		True	The politician and other stories	0.34022595368818603	0.4220425010808722
mdp.39015005639896	Maḥfūẓ, Najīb	Maḥfūẓ, Najīb	1911-2006.	1973	1973	s	1973	    	Minneapolis|Bibliotheca Islamica|1973.	1973		Fiction|NotFiction			PZ4.M2134GoPJ7846.A46	810424.0	mnu	966359	3	4.0	4.0			God's world; an anthology of short stories | $c: [by] Nagib Mahfuz. Translated with an introd. by Akef Abadir and Roger Allen.		True	God's world; an anthology of short stories	0.04447929352850096	0.02155038526933163
uc1.b3768570	Wiesel, Elie	Wiesel, Elie	1928-	1973	1973	s	1973	    	New York|Random House|1973	1973	[1st American ed.]	Fiction			PZ4.W652Oat3PQ2683.I32	677305.0	nyu	1015652	2	4.0	4.0			The oath | $c: [by] Elie Wiesel. Translated from the French by Marion Wiesel.		True	The oath	0.1950965260832324	0.008635278905373278
mdp.39015047606747	Walker, Alice	Walker, Alice	1944-	1973	1973	s	1973	    	New York|Harcourt Brace Jovanovich|1973	1973	[1st ed.].	Fiction	Fiction|African American women		PZ4.W176InPS3573.A425	624177.0	nyu	1030092	1	4.0	4.0			In love & trouble; | stories of Black women.		True	In love & trouble; stories of Black women	0.2802730046832595	0.01347365614745679
mdp.39015062063014	Lem, Stanisław	Lem, Stanisław		1973	1973	s	1973	    	New York|Seabury Press|1973	1973	[1st American ed.]	Fiction|NotFiction			PZ3.L5395MePG7158.L39	495122.0	nyu	1230279	2	4.0	4.0			Memoirs found in a bathtub. | $c: Translated by Michael Kandel and Christine Rose.		True	Memoirs found in a bathtub	0.0	0.0
mdp.39015005399251	Ferguson, Mary Anne	Ferguson, Mary Anne		1973	1973	s	1973	    	Boston|Houghton Mifflin|1973	1973		Bibliographies|NotFiction	Literatur|Anthologie|Women|Literary collections|swd|Geschichte 1900-1970|Geschichte 1900-1981|Frau (Motiv)		PN6071.W7F4	561260.0	mau	2139679	2	4.0	4.0			Images of women in literature.		True	Images of women in literature	0.2913555518086031	0.008998961549381698
uc1.b4948864	Stead, Christina	Stead, Christina	1902-1983.	1973	1973	s	1973	    	New York|Holt, Rinehart and Winston|1975, c1973	1975		Fiction|NotFiction	English fiction			1085612.0	   	4454175	1	4.0	4.0			The little hotel: | a novel.		True	The little hotel: a novel	0.3201382543927142	0.11319791135324712
mdp.39015049553541	Heller, Joseph	Heller, Joseph	1923-	1974	1974	s	1974	    	New York|Knopf; [distributed by Random House|1974.	1974	[1st ed.]	Fiction	Businesspeople|Fiction|United States		PZ4.H47665SoPS3558.E476	902893.0	nyu	434744	2	4.0	4.0			Something happened.		True	Something happened	0.13395026323185535	0.03852068035011266
uc1.b3435129	Adams, Richard	Adams, Richard	1920-	1974	1974	s	1974	    	New York|Simon and Schuster|c1974.	1974		Fiction			PA4.A2163Sh3PS3551.D394	1130141.0	nyu	619773	2	4.0	4.0			Shardik / | $c: Richard Adams.		True	Shardik	0.11985987836050445	0.10806111506107956
mdp.39015005544039	Amis, Kingsley	Amis, Kingsley		1974	1974	s	1974	    	London|Cape|1974	1974		Fiction|NotFiction				3241731.0	enk	657327	2	4.0	4.0			Ending up.		True	Ending up	0.1411176043534225	0.01964622126521632
mdp.39015002340464	Burgess, Anthony	Burgess, Anthony	1917-1993.	1974	1974	s	1974	    	London|Hart-Davis, MacGibbon|1974	1974		Fiction			PZ4.B953CpPR6052.U638	1005407.0	enk	1188692	1	4.0	4.0			The clockwork testament; | or, Enderby's end, | $c: by Anthony Burgess.		True	The clockwork testament; or, Enderby's end	0.2052557592302107	0.05516506358125218
mdp.39015005145621	Ionesco, Eugène	Ionesco, Eugène		1974	1974	s	1974	    	New York|Viking Press|1974.	1974		Fiction			PZ4.I6HePQ2617.O6	1037623.0	nyu	1208478	1	4.0	4.0			The hermit / | $c: Eugène Ionesco ; translated from the French by Richard Seaver.		True	The hermit	0.515995359584698	0.11040314307094773
mdp.39015046817774	Head, Bessie	Head, Bessie	1937-1986.	1974	1974	s	1974	    	London|Heinemann Educational|1974.	1974		Fiction|NotFiction			PZ4.H4323Qe4PR9369.3.H4	1049335.0	enk	1398582	2	4.0	4.0			A question of power / | $c: Bessie Head.		True	A question of power	0.4022776358671001	0.015881506745111837
mdp.49015000715624	Major, Clarence	Major, Clarence		1975	1975	s	1975	    	New York|Fiction Collective : distributed by G. Braziller|c1975.	1975	1st ed.	Psychological fiction|Fiction|Detective and mystery stories	Psychology|Fiction|Writer's block|Authorship|Novelists|Detective and mystery stories		PZ4.M23RePS3563.A39	3104248.0	nyu	4453840	1	4.0	4.0			Reflex and bone structure / | $c: by Clarence Major.		True	Reflex and bone structure	0.0	0.0
uc1.32106014299777	Arias, Ron	Arias, Ron	1941-	1975	1975	s	1975	    	Reno, Nev.|West Coast poetry review|1975.	1975		Bibliographies|Fiction	Fiction|Death			2292756.0	nvu	7104510	1	4.0	4.0			The road to Tamazunchale : | a novel / | $c: by Ron Arias.		True	The road to Tamazunchale : a novel	0.12786587491969342	0.19514879706270416
uc1.b3161429	Fernando, Lloyd	Fernando, Lloyd		1976	1976	s	1976	    	Kuala Lumpur|Heinemann Educational Books (Asia)|1976.	1976		Fiction				2934711.0	my 	212810	2	4.0	4.0			Scorpion orchid / | $c: Lloyd Fernando.		True	Scorpion orchid	0.3391406335861443	0.006941319395645871
mdp.39015011373837	Lustig, Arnošt	Lustig, Arnošt		1976	1976	s	1976	    	Washington|Inscape|1976	1976		Fiction	Fiction|Holocaust, Jewish (1939-1945)|Children|World War, 1939-1945		PZ4.L97Ch vol. 2PG5038.L85	2425401.0	dcu	724788	1	4.0	4.0			Darkness casts no shadow / | $c: [Arnost Lustig ; translated by Jeanne Nemcova].		True	Darkness casts no shadow	0.023890342074962385	0.9990916764805594
uc1.b4948745	Gibson, Margaret	Gibson, Margaret	1948-	1976	1976	s	1976	    	New York|Vanguard Press|1980, c1976.	1980	1st U.S. ed.	Fiction				6221962.0	nyu	4453725	1	4.0	4.0			The butterfly ward / | $c: by Margaret Gibson.		True	The butterfly ward	0.14261034251987806	0.03955840724719946
pst.000031216166	Blish, James	Blish, James		1976	1976	s	1976	    	New York|Dutton|c1976.	1976	[Book Club ed.].|Book 1: Star trek 2. Arena. A taste of Armageddon. Tomorrow is yesterday. Errand of mercy. Court martial. Operation: Annihilate! The city on the edge of forever. Space seed.--Book 2: Star trek 3. The trouble with tribbles. The last gunfight. The doomsday machine. Assignment: Earth. Mirror, mirror. Friday's child. Amok time.--Book 3: Star trek 8. Spock's brain. The enemy within. Catspaw. Where no man has gone before. Wolf in the fold. For the world is hollow and I have touched t	NotFiction	Science fiction, American			3961315.0	xxu	9819355	1	4.0	4.0			The Star trek reader / | $c: adapted by James Blish ; based on the television series created by Gene Roddenberry.		True	The Star trek reader	0.23787006116347706	0.02185405319745372
mdp.39015001786279	Head, Bessie	Head, Bessie	1937-1986.	1977	1977	s	1977	    	London|Heinemann Educational|1977.	1977	The deep river.--Heaven is not closed.--The village saint.--Jacob.--Life.--Witchcraft.--Looking for a rain god.--Kgotla.--The wind and a boy.--Snapshots of a wedding.--The special one.--The collector of treasures.--Hunting.	Fiction|NotFiction	Rural conditions|Rural conditions|Fiction|Fiction	Botswana	PZ4.H4323CoPR9369.3.H4	3581412.0	enk	90644	2	4.0	4.0			The collector of treasures, and other Botswana village tales / | $c: [by] Bessie Head.		True	The collector of treasures, and other Botswana village tales	0.4830498198958056	0.009372094663287344
uc1.32106001608840	Sokolov, Sasha	Sokolov, Sasha	1943-	1977	1977	s	1977	    	Ann Arbor, Mich.|Ardis|c1977.	1977		Fiction			PZ4.S68435ScPG3488.O356	2905486.0	miu	737047	4	4.0	4.0			A school for fools / | $c: Sasha Sokolov ; translated by Carl R. Proffer.		True	A school for fools	0.7615726071666005	0.3298299190520375
uc1.32106008497825	Anaya, Rudolfo A	Anaya, Rudolfo A		1978	1978	s	1978	    	Berkeley, CA.|Tonatiuh International|1972, 1978 printing.	1972		NotFiction				19460098.0	   	323424	4	4.0	4.0			Bless me, Ultima; | a novel.		True	Bless me, Ultima; a novel	0.06572532294481911	0.2608332447289446
mdp.39015065522420	Richardson, Jack	Richardson, Jack	1935-	1979	1979	s	1979	    	New York|Simon and Schuster|c1979.	1979		Fiction|NotFiction			PZ4.R523Me	5196968.0	nyu	31437	1	4.0	4.0			Memoir of a gambler / | $c: Jack Richardson.		True	Memoir of a gambler	0.10374827808277493	0.0009795399280237377
mdp.39015004106822	Berger, John	Berger, John		1979	1979	s	1979	    	London|Writers and Readers Publishing Cooperative|1979.	1979		Fiction	Peasants|Alps, French|France|Fiction|Country life			5803444.0	enk	682407	1	4.0	4.0			Pig Earth / | $c: John Berger.		True	Pig Earth	0.7998899840151932	0.2168288353446976
mdp.39015046412022	Baldwin, James	Baldwin, James	1924-1987.	1979	1979	s	1979	    	New York|Dial Press|c1979.	1979		Fiction	Gay men|African American families|Gospel musicians|Fiction		PZ4.B18JuPS3552.A45	5170168.0	nyu	754542	3	4.0	4.0			Just above my head / | $c: James Baldwin.		True	Just above my head	0.08402948643815858	0.020612770995518576
inu.30000025887302				1979	1979	s	1979	    	Singapore|Graham Brash|1979.	1979		Fiction	Chinese fiction|Translations into English			23162396.0	si 	10550620	4	4.0	4.0			The Golden Lotus : | a translation, from the Chinese original, of the novel Chin Pʻing Mei / | $c: by Clement Egerton.		True	The Golden Lotus : a translation, from the Chinese original, of the novel Chin Pʻing Mei	0.3941439427953588	0.0037890270635127844
mdp.39015055093465	Morrison, Toni	Morrison, Toni		1993	1970	r	1993	1970	New York|Knopf|1993.	1993	1st ed.	Fiction|NotFiction	Fiction|Bildungsromans|Girls|Ohio|African Americans		PS3563.O8749B55 1993	29356775.0	nyu	2795918	1	4.0	4.0			The bluest eye / | $c: by Toni Morrison.		True	The bluest eye	0.11949562933085076	0.14393000682039278
mdp.39015005291011	Briggs, Katharine Mary	Briggs, Katharine Mary		1970	1970	m	1970	1971	London|Routledge & K. Paul|1970-71.	1970-1971	pt. A., v. 1-2. Folk narratives.--pt. B., v. 1-2. Folk legends.	Bibliographies|NotFiction	Tales|Great Britain		GR141.B68	101826.0	enk	236425	3	3.0	3.0	pt.B v.1	1.0	A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.	Folk legends	True	Folk legends	0.809502696884303	0.09341568453001403
mdp.39015012435791	Anderson, Poul	Anderson, Poul	1926-2001.	1970	1970	s	1970	    	New York|Berkley|c1970.	1970		Fiction|NotFiction	Science fiction			21651112.0	nyu	282294	1	3.0	3.0			Tau zero / | $c: Poul Anderson.		True	Tau zero	0.16017300330063453	0.02623388822673187
mdp.39015012976992	Heinlein, Robert A. (Robert Anson)	Heinlein, Robert A. (Robert Anson)	1907-1988.	1970	1970	s	1970	    	New York|New American Library|1970.	1970		Bibliographies|Fiction				1192230.0	nyu	343644	1	3.0	3.0			Waldo and Magic, Inc. / | $c: by Robert A. Heinlein.		True	Waldo and Magic, Inc	0.09664674430860196	0.1110944744985378
mdp.39015030745163	Fast, Howard	Fast, Howard	1914-2003.	1970	1970	s	1970	    	New York|Morrow|1970.	1970		Fiction	Science fiction, American|Fantasy fiction, American			55249.0	nyu	388214	2	3.0	3.0			The general zapped an angel; | new stories of fantasy and science fiction, | $c: by Howard Fast.		True	The general zapped an angel; new stories of fantasy and science fiction	0.4950390576401163	0.2426559929823324
mdp.39015003676601	Fox, Paula	Fox, Paula		1970	1970	s	1970	    	New York|Harcourt, Brace & World|1970	1970	[1st ed.]	Fiction	New York (State)|City and town life|Married women|Fiction|New York		PZ4.F7925DePS3556.O94	48071.0	nyu	390399	1	3.0	3.0			Desperate characters.		True	Desperate characters	0.11137549634587696	0.08060060264865326
uc1.$b391308	Frame, Janet	Frame, Janet		1970	1970	s	1970	    	New York|G. Braziller|1970	1970		Fiction			PZ4.F812In3PR6056.R26	68475.0	nyu	391666	2	3.0	3.0			Intensive care; | a novel.		True	Intensive care; a novel	0.20335317718292487	0.018497955213124462
mdp.39015019965964	Harris, Mark	Harris, Mark	1922-2007.	1970	1970	 	1970	    	New York|Dial Press|1970	1970		UnknownGenre				97180.0	nyu	435889	3	3.0	3.0			The goy		True	The goy	0.3242414411230634	0.12770605498613286
mdp.39015031230330	Cuthbert, Valerie	Cuthbert, Valerie		1970	1970	s	1970	    	Nairobi|East African Pub. House|1970	1970		Fiction	Uprising, 1631|Fiction|History	Mombasa (Kenya)	PZ4.C986GrPR6053.U84	122911.0	ke 	439651	2	3.0	3.0			The great siege of Fort Jesus: | an historical novel.		True	The great siege of Fort Jesus: an historical novel	0.21423162064733506	0.07683056061643444
mdp.39015013003291	Hodge, Merle	Hodge, Merle	1944-	1970	1970	s	1970	    	London|Deutsch|1970	1970		Fiction	Fiction			87045.0	enk	478362	2	3.0	3.0			Crick crack, monkey.		True	Crick crack, monkey	0.7592392401469311	0.2670372730242441
mdp.39015031222212	Cockburn, Claud	Cockburn, Claud	1904-1981.	1970	1970	s	1970	    	London|Weidenfield & Nicolson|1970.	1970		Fiction			PZ4.C66BalPR6005.O15	118563.0	enk	665661	2	3.0	3.0			Ballantyne's folly: | a novel.		True	Ballantyne's folly: a novel	0.25882189701364977	0.0031459328092547627
mdp.39015030707700	Nolledo, Wilfrido D	Nolledo, Wilfrido D		1970	1970	s	1970	    	New York|Dutton|1970.	1970	[1st ed.]	Fiction	Philippines|Fiction|World War, 1939-1945	Philippines		94503.0	nyu	671732	2	3.0	3.0			But for the lovers; | a novel, | $c: by Wilfrido D. Nolledo.		True	But for the lovers; a novel	0.3671224177808463	0.09452620315870512
inu.30000055896561	Briggs, Katharine Mary	Briggs, Katharine Mary		1970	1970	m	1970	9999	Bloomington|Indiana University Press|1970]-	1970	pt. A. Folk narratives.--pt. B. Folk legends.	Bibliographies|NotFiction	Tales|Great Britain		GR141.B69	91421.0	inu	839949	3	3.0	3.0	Sect.B,v.1	1.0	A dictionary of British folk-tales in the English language, | incorporating the F. J. Norton collection | $c: [by] Katharine M. Briggs.		True	A dictionary of British folk-tales in the English language, incorporating the F. J. Norton collection	0.8159953472027619	0.08760673263153862
uc1.32106001615050	Yehoshua, Abraham B	Yehoshua, Abraham B		1970	1970	s	1970	    	Garden City, N.Y.|Doubleday|1970.	1970	[1st ed.]	Fiction				90401.0	nyu	983553	2	3.0	3.0			Three days and a child, | $c: by A. B. Yehoshua. Translated from the Hebrew by Miriam Arad.		True	Three days and a child	0.2598580859192097	0.16388006292625934
