docid	oldauthor	author	authordate	inferreddate	latestcomp	datetype	startdate	enddate	imprint	imprintdate	contents	genres	subjects	geographics	locnum	oclc	place	recordid	instances	allcopiesofwork	copiesin25yrs	enumcron	volnum	title	parttitle	earlyedition	shorttitle	nonficprob	juvenileprob
mdp.39015025946651	Milton, Daniel L	Milton, Daniel L		1961	1961	s	1961	    	New York|New American Library|c1961.	1961		Fiction	Translations into English|Short stories, Oriental			313335.0	nyu	981795	4	4.0	4.0			A treasury of modern Asian stories, | $c: edited by Daniel L. Milton and William Clifford.		True	A treasury of modern Asian stories	0.3243212880891277	0.015048136185305306
uc1.32106001607131	Sholokhov, Mikhail Aleksandrovich	Sholokhov, Mikhail Aleksandrovich	1905-1984.	1961	1961	s	1961	    	New York|Knopf|1961.	1961	1st American ed.	Fiction|NotFiction	Revolution, 1917-1921|Fiction|History			254547428.0	   	7122168	1	4.0	4.0			Tales of the Don. | $c: Translated from the Russian by H. C. Stevens.		True	Tales of the Don	0.2667990627448283	0.08373426210383476
uc1.32106001774840	Mauriac, François	Mauriac, François	1885-1970.	1961	1961	s	1961	    	New York|Farrar, Straus and Cudahy|1961.	1961		Fiction|NotFiction				11017198.0	   	7122350	1	4.0	4.0			Young man in chains | (L'enfant charge de chaines) | $c: Translated by Gerard Hopkins.		True	Young man in chains (L'enfant charge de chaines)	0.061853080377025374	0.039756263843451725
pst.000006089917	Kantor, MacKinlay	Kantor, MacKinlay	1904-1977.	1961	1961	s	1961	    	Cleveland|World Pub. Co.|1961].	1961		Bibliographies|Fiction|NotFiction				316876250.0	xx 	9430252	1	4.0	4.0			Spirti Lake.		True	Spirti Lake	0.33379642288556544	0.2925693734139464
mdp.39015012198563	Dickson, Gordon R	Dickson, Gordon R		1962	1962	s	1962	    	Garden City, N. Y.|Doubleday|1962.	1962	[1st ed.]	Fiction|UnknownGenre|NotFiction			PZ4.D553Ne	744770.0	nyu	123751	1	4.0	4.0			Necromancer / | $c: Gordon R. Dickson.		True	Necromancer	0.33094851876662085	0.047677795233583
mdp.39015023507539	Ricci, Leonardo	Ricci, Leonardo	1918-1994.	1962	1962	s	1962	    	New York|G. Braziller|1962.	1962		NotFiction	Philosophy|Art|City planning|Architecture		NA1123.R5A3	546125.0	nyu	455644	4	4.0	4.0			Anonymous (20th century)		True	Anonymous (20th century)	0.9916841796396454	0.11251402029166302
mdp.39015047634731	Johnson, Pamela Hansford	Johnson, Pamela Hansford	1912-1981.	1962	1962	s	1962	    	London|Macmillan|New York|St Martin's Press|1962.	1962	[1st ed.]	Fiction			PZ3.J6363Er2	3634277.0	enk	482750	2	4.0	4.0			An error of judgement.		True	An error of judgement	0.14680641375426015	0.04651833764083122
mdp.39015041172779	Masters, John	Masters, John	1914-1983.	1962	1962	s	1962	    	New York|Harper & Row|1962	1962	[1st ed.]	Fiction			PZ3.M39384To	308253.0	nyu	631852	2	4.0	4.0			To the coral strand; | a novel.		True	To the coral strand; a novel	0.2082303648642875	0.005078418936721924
mdp.39015005452597	Śivaśaṅkarapiḷḷa, Takal̲i	Śivaśaṅkarapiḷḷa, Takal̲i	1912-1999.	1962	1962	s	1962	    	London|V. Gollancz|1962.	1962		Fiction|NotFiction			PL 4718.9 S62C39 E5 1962	1802755.0	enk	1006467	1	4.0	4.0			Chemmeen; | a novel. | $c: Translated by Narayana Menon. Introd. by Santha Rama Rau.		True	Chemmeen; a novel	0.1062979142585523	0.002517013379745537
mdp.39015000604853	Raphael, Chaim	Raphael, Chaim		1962	1962	s	1962	    	Boston|Little, Brown|1962	1962		Fiction|NotFiction			PR6035.A64Z5	1006235.0	mau	1377083	3	4.0	4.0			Memoirs of a special case.		True	Memoirs of a special case	0.45734797044647707	0.006921532374109609
mdp.39015035764060	Kazakevich, Ėmmanuil	Kazakevich, Ėmmanuil	1913-1962.	1962	1962	s	1962	    	Moscow|Foreign Languages Pub. House|1962	1962		Fiction|Biographical fiction	Communists|1870-1924|Fiction|Heads of state|Lenin, Vladimir Ilʹich|Soviet Union		PZ3.K188BlPG3476.K433	163946.0	ru 	2931648	2	4.0	4.0			The blue notebook | $c: [by] Emmanuil Kazakevich. [Translated from the Russian by Ralph Parker and Valentina Scott]		True	The blue notebook	0.1880418902754966	0.013801061979684951
inu.30000123932521	Faulkner, William	Faulkner, William	1897-1962.	1962	1962	t	1979	1962	Franklin Center, Pa.|Franklin Library|1979, c1962.	1979	A limited ed.	Bildungsromans|Fiction|Humorous fiction	Fiction|Prostitutes|Horse racing|Automobile travel	Memphis (Tenn.)|Mississippi	PZ3.F272Re 1979PS3511.A86	4901103.0	pau	3010738	1	4.0	4.0			The reivers : | a reminiscence / | $c: William Faulkner ; illustrated by Dick Brown.		True	The reivers : a reminiscence	0.16426420468072814	0.05570973366602952
mdp.49015000502477	Lustig, Arnošt	Lustig, Arnošt		1962	1962	s	1962	    	New York|Dutton|1962	1962		Bibliographies|Fiction|UnknownGenre	Fiction|World War, 1939-1945		PZ4.L97Ni	1376340.0	nyu	4432304	1	4.0	4.0			Night and hope. | $c: Translated from the Czech by George Theiner.		True	Night and hope	0.15147329951310454	0.03737789107225238
uc1.b3547064				1963	1963	s	1963	    	Lincoln|University of Nebraska Press|1963.	1963	--The natural history of jestbooks, an introduction.--William Caxton: The fables of Alfonce and Poge (1484)-A hundred merry tales (1526)-Howlegias (1528?)--Tales and quick answers (1535?)--Merry tales ... made by Master Skelton (1567)-Selections from The mirrour of mirth (1583)-Glossary.	NotFiction	English wit and humor		PN6173.Z3	351631.0	nbu	1375114	4	4.0	4.0			A hundred merry tales, and other English jestbooks of the fifteenth and sixteenth centuries.		True	A hundred merry tales, and other English jestbooks of the fifteenth and sixteenth centuries	0.6227167843299389	0.9956290102231072
mdp.39015032774492	Tert͡s, Abram	Tert͡s, Abram	1925-1997.	1963	1963	s	1963	    	New York|Pantheon Books|1963].	1963	You and I. -- The Icicle. -- Tenants. -- At the circus. -- Graphomaniacs.	Fiction				30324369.0	nyu	2804864	2	4.0	4.0			Fantastic stories / | $c: by Abram Tertz.		True	Fantastic stories	0.2801248490398593	0.003286415883444804
uc1.b3440033	Grass, Günter	Grass, Günter	1927-	1963	1963	s	1963	    	New York|Harcourt, Brace & World|1963	1963	[1st ed.]	Fiction			PZ4.G774Cat	173664.0	nyu	6295944	1	4.0	4.0	c.2		Cat and mouse. | $c: Translated by Ralph Manheim.		True	Cat and mouse	0.4075222957726308	0.5178925487524846
mdp.39015002206376	Bellow, Saul	Bellow, Saul		1964	1964	s	1964	    	New York|Viking Press|1964	1964		Bibliographies|Fiction			PS3503.E4488H45 1964	279707.0	nyu	427589	2	4.0	4.0			Herzog.		True	Herzog	0.17258016757240574	0.005657244616777589
mdp.39015011807370	Kelley, William Melvin	Kelley, William Melvin	1937-	1964	1964	s	1964	    	Garden City, N.Y.|Doubleday|1964.	1964	[1st ed.]	Fiction	Loneliness|Marginality, Social|Despair|Short stories, American|Fiction|Loneliness in old age		PZ4.K285Dan	2108736.0	nyu	483865	2	4.0	4.0			Dancers on the shore.		True	Dancers on the shore	0.07363329610786062	0.08247721309704774
mdp.39015013782704	Powell, Anthony	Powell, Anthony	1905-2000.	1964	1964	r	1964	    	Boston|Little, Brown|1964	1964	[1st American ed.].	Fiction	Fiction|World War, 1939-1945		PZ3.P867Val2	1383521.0	mau	1025715	1	4.0	4.0			The valley of bones.		True	The valley of bones	0.25578162276371064	0.0006719783984740473
uc1.b4353866	Solzhenit͡syn, Aleksandr Isaevich	Solzhenit͡syn, Aleksandr Isaevich	1918-2008.	1964	1964	s	1964	    	New York|F. A. Praeger|1964	1964		Fiction			PZ4.S69Fo	245435.0	nyu	1060885	4	4.0	4.0			For the good of the cause, | $c: by Alexander Solzhenitsyn. Translated by David Floyd and Max Hayward. Introd. by David Floyd.		True	For the good of the cause	0.3364931782256742	0.05042459330349891
uc1.32106001624144	Abe, Kōbō	Abe, Kōbō	1924-1993.	1964	1964	r	1964	    	New York|Knopf|1964.	1964	[1st American ed.]	Fiction	Fiction	Japan		325734.0	nyu	1184894	2	4.0	4.0			The woman in the dunes. | $c: Translated from the Japanese by E. Dale Saunders. With drawings by Machi Abé.		True	The woman in the dunes	0.2815049101849871	0.05907408740081644
mdp.39015012417625	Wiesel, Elie	Wiesel, Elie	1928-	1964	1964	s	1964	    	New York|Atheneum|1964.	1964	[1st ed.].	Fiction|UnknownGenre	Jews|Fiction		PZ4.W652To3	1451881.0	nyu	1217494	2	4.0	4.0			The town beyond the wall / | $c: Elie Wiesel ; translated from the French by Stephen Becker.		True	The town beyond the wall	0.02979980454459235	0.002922865578446441
inu.30000060902594	Alpers, Antony	Alpers, Antony	1919-	1964	1964	s	1964	    	London|J. Murray|1964	1964		NotFiction	Maori (New Zealand people)|Folklore|Mythology, Maori		GR375.A55	4888303.0	enk	1287046	2	4.0	4.0			Maori myths & tribal legends,		True	Maori myths & tribal legends	0.651218829442425	0.8825056234531886
uc1.$b252108	Nwankwo, Nkem	Nwankwo, Nkem	1936-	1964	1964	s	1964	    	London|A. Deutsch|1964	1964		Fiction|UnknownGenre				1381472.0	enk	6503563	1	4.0	4.0			Danda / | $c: Nkem Nwankwo.		True	Danda	0.08548099544814795	0.11120914264043316
uc1.32106002114343	Heinlein, Robert A. (Robert Anson)	Heinlein, Robert A. (Robert Anson)	1907-1988.	1964	1964	s	1964	    	London|Dennis Dobson|1965, c1964	1965		Fiction|NotFiction	Science fiction			1933091.0	   	7126744	1	4.0	4.0			Farnham's freehold; | $c: a novel by Robert A. Heinlein.		True	Farnham's freehold;	0.11189092403635564	0.3512226925563752
pst.000020620158	Kesey, Ken	Kesey, Ken		1964	1964	t	1975	1964	New York|Viking Press|1975, c1964].	1975		Fiction|NotFiction				316848962.0	xx 	9441626	1	4.0	4.0			Sometimes a great notion : | a novel / | $c: by Ken Kesey.		True	Sometimes a great notion : a novel	0.13991227172301934	0.01677939785347653
mdp.39076002503444	Taylor, Elizabeth	Taylor, Elizabeth	1912-1975.	1964	1964	t	1983	1964	New York|Dial Press|1983] c1964.	1983		Fiction	Fiction|Deception		PR6039.A928S6 1983	9323413.0	nyu	9928559	1	4.0	4.0			The soul of kindness / | $c: Elizabeth Taylor ; with a new introduction by Paul Bailey.		True	The soul of kindness	0.047289507614662336	0.4084598048419189
pst.000043989492	Ngũgĩ wa Thiongʼo	Ngũgĩ wa Thiongʼo	1938-	1964	1964	t	1987	1964	London|Heinemann|1987, c1964.	1987		Fiction|UnknownGenre|NotFiction			PR9381.9.N45	16078013.0	xxk	12274942	1	4.0	4.0			Weep not, child / | $c: Ngũgĩ wa Thiongʼo.		True	Weep not, child	0.05109405893701833	0.008720332237720788
mdp.39015030750759	Herlihy, James Leo	Herlihy, James Leo		1965	1965	s	1965	    	New York|Simon and Schuster|1965	1965		Fiction			PZ4.H55Mi	777394.0	nyu	478805	3	4.0	4.0			Midnight cowboy, | a novel.		True	Midnight cowboy, a novel	0.04219357340002824	0.004364272796140171
mdp.39015066055289	Matthiessen, Peter	Matthiessen, Peter		1965	1965	s	1965	    	New York|Random House|1965	1965		Fiction|NotFiction	Indians of South America|Amazon River Region|Rain forests|Fiction|Missionaries		PZ4.M443At	289035.0	nyu	630337	3	5.0	4.0			At play in the fields of the Lord.		True	At play in the fields of the Lord	0.19301401151759096	0.15722282736862506
uc1.$b168570	Boulle, Pierre	Boulle, Pierre	1912-1994.	1965	1965	s	1965	    	New York|Vanguard Press|1965	1965		Fiction			PZ4.B764Gar	711337.0	nyu	1015293	3	4.0	4.0			Garden on the moon. | $c: Translation by Xan Fielding.		True	Garden on the moon	0.3885605566902644	0.003047946215299783
mdp.39015009066468	Mydans, Shelley Smith	Mydans, Shelley Smith		1965	1965	s	1965	    	Garden City, N.Y.|Doubleday|1965.	1965	[1st ed.]	Fiction	à Becket, Saint|Statesmen|Great Britain|1118?-1170|England|Thomas|Fiction|Fiction|Christian saints|aÌ Becket, Saint|Henry II, 1154-1189|History		PZ3.M98977Th	311960.0	nyu	1029975	1	4.0	4.0			Thomas; | a novel of the life, passion, and miracles of Becket | $c: [by] Shelley Mydans.		True	Thomas; a novel of the life, passion, and miracles of Becket	0.08127139589996543	0.017556205096128655
mdp.39015046859008	Amado, Jorge	Amado, Jorge	1912-2001.	1965	1965	s	1965	    	New York|A.A. Knopf|1965.	1965	1st American ed.	Fiction				1172679.0	nyu	1056823	3	4.0	4.0			The two deaths of Quincas Wateryell / | $c: Jorge Amado ; translated from the Portuguese by Barbara Shelby ; illustrated by Emil Antonucci.		True	The two deaths of Quincas Wateryell	0.4299406024921059	0.00015731684394431863
mdp.39015005533354	Amado, Jorge	Amado, Jorge	1912-2001.	1965	1965	s	1965	    	New York|Knopf|1965.	1965		Fiction|NotFiction	Fiction in Portuguese|Brazilian writers, 1921- - English texts		PZ3.A478Vi2	347596.0	nyu	1111805	2	4.0	4.0			The violent land. | $c: Translated from the Portuguese (Terras do sem fim) by Samuel Putnam. With a new foreword by the author.		True	The violent land	0.2437945057141181	0.007418126313239134
mdp.39015027252801	Baldwin, James	Baldwin, James	1924-1987.	1965	1965	s	1965	    	New York|Dial Press|1965.	1965	The rockpile.--The outing.--The man child.--Previous condition.--Sonny's blues.--This morning, this evening, so soon.--Come out the wilderness.--Going to meet the man.	Fiction|NotFiction	Race relations|Social life and customs|Fiction|African Americans|Fiction		PZ4.B18Gq	275590.0	nyu	1112582	3	5.0	4.0			Going to meet the man.		True	Going to meet the man	0.02393488175061609	0.05369592459638575
mdp.39015030113321	Young, Marguerite	Young, Marguerite	1908-1995.	1965	1965	s	1965	    	New York|Scribner|1965.	1965		Fiction|UnknownGenre			PS3547.O49M5	1396183.0	nyu	1189262	3	4.0	4.0			Miss MacIntosh, my darling : | a novel /		True	Miss MacIntosh, my darling : a novel	0.015170483398929428	0.0006474245402951847
mdp.39015005140101	Andrzejewski, Jerzy	Andrzejewski, Jerzy	1909-1983.	1965	1965	s	1965	    	Middlesex|Penguin Books|1965	1965		Fiction|UnknownGenre	Fiction			4354762.0	enk	1354010	1	4.0	4.0			Ashes and diamonds | $c: [by] George Andrzeyevski. Translated from the Polish by D.F. Welsh.		True	Ashes and diamonds	0.030345956479465364	0.05334409471228377
uc1.$b792355	Peters, Lenrie	Peters, Lenrie	1932-2009.	1965	1965	s	1965	    	London|Heinemann Educational|1965	1965		Fiction|UnknownGenre	Fiction		PR9378.9.P46S4x 1979	2362524.0	enk	4453095	2	4.0	4.0			The second round / | $c: Lenrie Peters.		True	The second round	0.10583579419903726	0.02027778739531494
hvd.hwki32	Lartéguy, Jean	Lartéguy, Jean	1920-	1965	1965	s	1965	    	New York|Dutton|1965.	1965	[1st ed.]	Fiction			PZ4.L339Ye2	1377764.0	nyu	6655274	2	4.0	4.0			Yellow fever. | $c: Translated from the French by Xan Fielding.		True	Yellow fever	0.0	0.0
uc1.32106012047806	Nabokov, Vladimir Vladimirovich	Nabokov, Vladimir Vladimirovich	1899-1977.	1966	1966	s	1966	    	New York|Phaedra|1966.	1966	[1st ed.	NotFiction				289898.0	nyu	672010	4	4.0	4.0			Quartet, | $c: by Vladimir Nabokov.		True	Quartet	0.25972679999604903	0.1781420161417167
mdp.39015011514760	Murdoch, Iris	Murdoch, Iris		1966	1966	s	1966	    	New York|Viking Press|1966	1966		Fiction|NotFiction			PZ4.M974Ti	352592.0	nyu	672493	3	4.0	4.0			The time of the angels.		True	The time of the angels	0.009479891135044077	0.035532607369612695
uc1.$b746200	David, Janina	David, Janina	1930-	1966	1966	s	1966	    	London|Hutchinson|1966	1966		NotFiction	Personal narratives, Jewish|World War, 1939-1945		D811.5.D357	9942340.0	enk	806282	2	4.0	4.0			A touch of earth; | a wartime childhood.		True	A touch of earth; a wartime childhood	0.5474303949552618	0.17090975216112975
uc1.32106001602918				1966	1965	c	1966	1965	Boston|Houghton Mifflin|1966 [c1965	1966	[1st American ed.]	NotFiction				671852.0	mau	980920	4	4.0	4.0			Silence; | a novel,		True	Silence; a novel	0.05685486077250431	0.012802165905011587
mdp.39015002650979	Beckett, Samuel	Beckett, Samuel	1906-1989.	1966	1966	s	1966	    	London|Calder and Boyars|1966.	1966	[Special ed. Hors Commerce for Scholars].	Short stories|Fiction|NotFiction			PR6003.E282M62 1966	1394618.0	enk	1204013	2	4.0	4.0			More pricks than kicks.		True	More pricks than kicks	0.19425697095159672	0.1362751545846773
inu.32000007550439	Diop, Birago	Diop, Birago		1966	1966	s	1966	    	London|Oxford University Press.|1966.	1966		Fiction			GR350.D513	653011.0	enk	1277058	4	4.0	4.0			Tales of Amadou Koumba /		True	Tales of Amadou Koumba	0.385928790270641	0.016224582550624318
mdp.39015009381305	Franklin, H. Bruce (Howard Bruce)	Franklin, H. Bruce (Howard Bruce)	1934-	1966	1966	s	1966	    	New York|Oxford University Press|1966.	1966		Fiction|NotFiction	Science fiction, American		PZ1.F874FuPS648.S3	711889.0	nyu	1441793	1	4.0	4.0			Future perfect; American science fiction of the nineteenth century | $c: [by] H. Bruce Franklin.		True	Future perfect; American science fiction of the nineteenth century	0.3986517795400335	0.004160091482441717
mdp.39015008978879	Zelazny, Roger	Zelazny, Roger	1937-	1967	1967	s	1967	    	New York|Avon|1967	1967		Fiction|UnknownGenre|NotFiction				6446183.0	nyu	119905	1	4.0	4.0			Lord of light.		True	Lord of light	0.21139049584642955	0.11729171888277701
mdp.39015003341230	Findley, Timothy	Findley, Timothy		1967	1967	n	1967	    	London|Macdonald|1967.	1967		Fiction|NotFiction	Fiction|Ontario|Family			3450704.0	enk	753074	2	4.0	4.0			The last of the crazy people.		True	The last of the crazy people	0.028226709356367737	0.1649909048314849
mdp.39015065322904	Tarsis, Valeriĭ	Tarsis, Valeriĭ	1908-	1967	1967	s	1967	    	London|Collins; Harvill P.|1967.	1967		Fiction|NotFiction			PZ4.T193Pl	6574281.0	enk	1060955	2	4.0	4.0			The pleasure factory		True	The pleasure factory	0.15233295118480222	0.0008467560434087785
mdp.39015066988596	Amosoff, N	Amosoff, N		1967	1966	c	1967	1966	New York|Simon & Schuster|1967, c1966.	1967		NotFiction	Surgery|Heart		PZ4.A52Op	1035973.0	nyu	1223818	4	4.0	4.0			The open heart / | $c: by N. Amosoff ; translated from the Russian by George St. George.		True	The open heart	0.3263106899079907	0.007146264354961136
mdp.39015020636588	Johnson-Davies, Denys	Johnson-Davies, Denys		1967	1967	s	1967	    	London|Oxford U.P.|1967.	1967		NotFiction	Short stories, Arabic|Short stories, English|Fiction|Social life and customs|Translations into English	Arab countries		956116.0	enk	1229767	4	4.0	4.0			Modern Arabic short stories; | $c: selected and translated by Denys Johnson-Davies.		True	Modern Arabic short stories;	0.2169648567666916	0.020102093573489882
mdp.39015055165859	O'Brien, Flann	O'Brien, Flann	1911-1966.	1967	1966	t	1978	1967	London|Picador|1978, c1967.	1978	Picador ed.	Fiction|UnknownGenre				31600157.0	enk	3780766	1	4.0	4.0			The Third policeman / | $c: Flann O'Brien.		True	The Third policeman	0.23689448164104066	0.002637708528860277
mdp.39015048931060	Hill, Margot Hamilton	Hill, Margot Hamilton		1967	1967	t	1987	1967	London|Batsford|New York|Drama Book Publishers|1987, c1967.	1987		Bibliographies|NotFiction	Fashion|History			16997327.0	enk	4012474	1	4.0	4.0			The evolution of fashion : | pattern and cut from 1066 to 1930 / | $c: Margot Hamilton Hill, Peter A. Bucknell.		True	The evolution of fashion : pattern and cut from 1066 to 1930	0.9930583383041738	0.8057812129836314
mdp.39015008170840	Oz, Amos	Oz, Amos	1939-	1972	1972	s	1972	    	New York|Knopf; [distributed by Random House|1972.	1972	[1st American ed.]	Fiction			PJ5054.O9M513 1972	208905.0	nyu	1110507	9	10.0	10.0			My Michael. | $c: Translated from the Hebrew by Nicolas de Lange in collaboration with the author.		True	My Michael	0.0	0.0
mdp.39015016208426	Brown, Rita Mae	Brown, Rita Mae		1973	1973	s	1973	    	Plainfield, Vt.|Daughters, Inc.|1973.	1973	1st ed.	Fiction|Publishers' advertisements|NotFiction	Fiction|Lesbians		PZ4.B8796RuPS3552.R698	798029.0	vtu	1112584	1	7.0	7.0			Rubyfruit jungle / | $c: Rita Mae Brown.		True	Rubyfruit jungle	0.2389784754991787	0.024161262727225474
mdp.39015005924017	Piercy, Marge	Piercy, Marge		1976	1976	s	1976	    	New York|Fawcett Crest|c1976.	1976		Bibliographies|Fiction|NotFiction	New York (State)|Hispanic American women|Fiction|New York			3367905.0	nyu	750423	5	7.0	7.0			Woman on the edge of time / | $c: Marge Piercy.		True	Woman on the edge of time	0.21601760893021246	0.08088353198094886
uc1.32106001608964	Solzhenit͡syn, Aleksandr Isaevich	Solzhenit͡syn, Aleksandr Isaevich	1918-2008.	1976	1976	s	1976	    	New York|Farrar, Straus and Giroux|1976.	1976	1st ed.	Bibliographies|Fiction|NotFiction	Communists|1870-1924|Fiction|Heads of state|Lenin, Vladimir Ilʹich|Soviet Union		PZ4.S69LePG3488.O4	1976084.0	nyu	686265	4	6.0	6.0			Lenin in Zurich : | chapters / | $c: Alexander Solzhenitsyn ; translated by H. T. Willetts.		True	Lenin in Zurich : chapters	1.0	0.0
uc1.32106008512755	Kanafānī, Ghassān	Kanafānī, Ghassān		1978	1978	s	1978	    	London|Heinemann Educational|Washington D.C.|Three Continents Press|1978.	1978		Fiction	Fiction|Kanafānī, Ghassān|Palestinian Arabs|Translations into English|Social life and customs	Palestine		4755588.0	enk	297284	2	6.0	6.0			Men in the sun, and other Palestinian stories / | $c: [by] Ghassan Kanafani ; translated from the Arabic by Hilary Kilpatrick.		True	Men in the sun, and other Palestinian stories	0.2513710979822601	0.003183366222685041
pst.000055919845	Maupin, Armistead	Maupin, Armistead		1978	1978	t	1989	1978	New York|Black Swan|1989, c1978.	1989	Black Swan ed.	Humorous stories|Fiction|NotFiction	San Francisco|City and town life|Fiction|California			36177304.0	xxk	7061332	1	6.0	6.0			Tales of the city / | $c: Armistead Maupin.		True	Tales of the city	0.04719638566214328	0.027353875155008457
uc1.b5082415	Maḥfūẓ, Najīb	Maḥfūẓ, Najīb	1911-2006.	1981	1975	r	1981	1975	Washington, D.C.|Three Continents Press|1981.	1981		Fiction|UnknownGenre	Fiction			7753009.0	dcu	10387573	1	6.0	6.0			Midaq Alley / | $c: Naguib Mahfouz [i.e. N. Maḥfūẓ] ; translated from the Arabic by Trevor Le Gassick.		True	Midaq Alley	0.011284304145073715	0.013784842860930296
mdp.39015021862308	Morrison, Toni	Morrison, Toni		1989	1977	c	1989	1977	New York : Knopf|1989, c1977.	1989		Domestic fiction|Fiction|Novel|NotFiction	Michigan|African American families|Fiction|Families|African Americans		PZ4.M883SoPS3563.O8749	20641705.0	nyu	2473454	2	6.0	6.0	c.1		Song of Solomon / | $c: Toni Morrison.		True	Song of Solomon	0.05659091012832156	0.02978151658196905
uc1.$b396560	Moore, Lina Espina	Moore, Lina Espina		1970	1970	s	1970	    	Ermita, Manila|Solidaridad Pub. House|1970	1970	[1st ed.]	Fiction			PZ4.M8227HePR6063.O617	614586.0	ph 	8445	3	5.0	5.0			Heart of the lotus, | a novel.		True	Heart of the lotus, a novel	0.35205414394857026	0.12081436223059785
mdp.39015011336446	Simenon, Georges	Simenon, Georges	1903-1989.	1971	1971	s	1971	    	Harmondsworth|Penguin Books|1971.	1971		Fiction|NotFiction				2474727.0	enk	746770	1	5.0	5.0			The fourth Simenon omnibus / | $c: Georges Simenon.		True	The fourth Simenon omnibus	0.3023418577835368	0.00646093903212
mdp.49015002195098	Plath, Sylvia	Plath, Sylvia		1971	1971	r	1971	    	New York|Harper & Row|1971	1971	[1st U.S. ed.]	Fiction|UnknownGenre|NotFiction	Depression, Mental|Women college students|Suicidal behavior|Fiction		PZ4.P717Be6PS3566.L27	137269.0	nyu	4455278	1	6.0	5.0			The bell jar. | $c: Biographical note by Lois Ames. Drawings by Sylvia Plath.		True	The bell jar	0.2854066238427954	0.1622084377985049
mdp.39015035764631	Grossman, Vasiliĭ Semenovich	Grossman, Vasiliĭ Semenovich		1972	1972	s	1972	    	New York|Harper & Row|1972	1972	[1st ed.]	Fiction			PZ4.G8812FoPG3476.G7	309057.0	nyu	980935	4	5.0	5.0			Forever flowing | $c: [by] Vasily Grossman. Translated from the Russian by Thomas P. Whitney.		True	Forever flowing	0.5019291113518889	0.0008532409969872028
mdp.39015040105747	Goldman, William	Goldman, William	1931-	1973	1973	s	1973	    	New York|Harcourt Brace Jovanovich|1973	1973	[1st ed.]	Adventure stories|Love stories|Fiction	Princesses|Fiction|Castles		PZ4.G635PrPS3557.O384	624008.0	nyu	391794	1	5.0	5.0			"The princess bride: | S. Morgenstern's classic tale of true love and high adventure. The ""good parts"" version, abridged."		True	"The princess bride: S. Morgenstern's classic tale of true love and high adventure. The ""good parts"" version, abridged"	0.24740724897081776	0.029044514868903536
mdp.39015035764136	Iskander, Fazilʹ	Iskander, Fazilʹ		1975	1975	s	1975	    	Ann Arbor, Mich.|Ardis Publishers|1975	1975		Fiction			PZ4.I79GoPG3482.S5	1159219.0	miu	1225038	3	5.0	5.0			The goatibex constellation / | $c: Fazil Iskander ; translated by Helen Burlingame.		True	The goatibex constellation	0.3887032979787728	0.02024543585857852
mdp.39015015175279	Walker, Alice	Walker, Alice	1944-	1976	1976	s	1976	    	New York|Harcourt Brace Jovanovich|c1976.	1976	1st ed.	Fiction	Feminist fiction|Civil rights movements|Southern States|Fiction		PZ4.W176MePS3573.A425	2005960.0	nyu	702951	4	5.0	5.0			Meridian / | $c: by Alice Walker.		True	Meridian	0.11582214586121176	0.010126580208891772
mdp.39015046850577	Voĭnovich, Vladimir	Voĭnovich, Vladimir	1932-	1976	1976	s	1976	    	New York|Farrar, Straus and Giroux|1976.	1976	1st ed.	Fiction|UnknownGenre	Soldiers|Fiction|Soviet Union			9925210.0	nyu	1730948	2	5.0	5.0			The life and extraordinary adventures of Private Ivan Chonkin / | $c: Vladimir Voinovich ; translated by Richard Lourie.		True	The life and extraordinary adventures of Private Ivan Chonkin	0.2272863944394882	0.02212741888693265
mdp.39015005905743	French, Marilyn	French, Marilyn	1929-2009.	1977	1977	s	1977	    	New York|Summit Books|c1977.	1977		Fiction|NotFiction	Social conditions|United States|Women|Fiction|Literature, Modern|Middle-aged women|Feminists			3089386.0	nyu	254165	2	5.0	5.0			The women's room / | $c: Marilyn French.		True	The women's room	0.0	0.0
mdp.39015007033346	Cheever, John	Cheever, John		1978	1978	s	1978	    	New York|Alfred A. Knopf|1978.	1978	1st ed.	Fairfield|NotFiction|Fiction|Publishers' advertisements|Typefaces (Type evidence)				3604267.0	nyu	91029	1	5.0	5.0			The stories of John Cheever.		True	The stories of John Cheever	0.0	0.0
mdp.39015005916245	Brown, Rita Mae	Brown, Rita Mae		1978	1978	s	1978	    	New York|Harper & Row|c1978.	1978	1st ed.	Fiction|NotFiction				3845674.0	nyu	135794	2	5.0	5.0			Six of one / | $c: Rita Mae Brown.		True	Six of one	0.08762669040844878	0.04422124130534386
uc1.32106010053798	Trifonov, I͡Uriĭ Valentinovich	Trifonov, I͡Uriĭ Valentinovich	1925-1981.	1978	1978	s	1978	    	Ann Arbor|Ardis|1978	1978		Fiction|ContainsBiogMaterial				3857993.0	miu	3107583	3	5.0	5.0			The long goodbye : | three novellas / | $c: Yury Trifonov ; translated by Helen P. Burlingame & Ellendea Proffer		True	The long goodbye : three novellas	0.0	0.0
