docid	recordid	oclc	locnum	author	authordate	imprint	inferreddate	datetype	startdate	enddate	imprintdate	place	enumcron	materialtype	language	subjects	genres	geographics	contents	title
mdp.39015063754173	000284748	9820605		[Aubrey-Fletcher, Henry Lancelot]	1887-	Boston|New York|Houghton Mifflin company|1935.	1935	s	1935	    	1935	mau		monograph	eng		Fiction			Constable, guard thyself! | A detective story, | $c: by Henry Wade [pseud.]
mdp.39015063543485	000284853	1721785	PZ3.C6285Mu	[Clyde, Leonard Worswick]	1906-	New York|The Macaulay company|1931	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Murder in wax, | $c: by Peter Baron [pseud.]
mdp.39015063543154	000284854	17799387	PZ3.C6285Ro	[Clyde, Leonard Worswick]	1906-	New York|The Macaulay company|c1931	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			The Round table murders, | $c: by Peter Baron [pseud.]
mdp.39015063754025	000284913	3902912	PZ3.A8954Han	[Aubrey-Fletch, Henry Lancelot,	1887-	New York|Harcourt, Brace and company|1933	1933	s	1933	    	1933	nyu		monograph	eng		Fiction			The hanging captain, | $c: by Henry Wade [pseud.]
mdp.39015063546413	000285323	66267592		Daukes, Sidney Herbert,	1879-	New York|Chicago|A. L. Burt company|1933	1933	s	1933	    	1933	nyu		monograph	eng		Fiction			The doctor's defense, | $c: by Sidney Fairway [pseud.]
mdp.39015068383606	000286110	1709493	PZ3.D1439Th	Daingerfield, Foxhall.		Garden City, N.Y.|Pub. for the Crime club, inc., by Doubleday, Doran & company, inc.|1928.	1928	s	1928	    	1928	nyu		monograph	eng		Fiction		First edition.	That gay nineties murder, | or, A Victorian crime, | $c: by Foxhall Daingerfield.
mdp.39015063547593	000286151	13219821	PZ3.C81453Po	Cornell, Louis.		New York|Brentano's|1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Poison case number 10, | a detective novel from the files of the Michael Joyce agency, | $c: by Louis Cornell.
mdp.39015030011707	000286375	51158143		Mrs., Crew, Helen (Coale)	1866-	Boston|Little, Brown, and company|1930.	1930	r	1930	1929	1930	mau		monograph	eng		Fiction			Under two eagles, | $c: by Helen Coale Crew, with illustrations by Henry C. Pitz.
mdp.39015018391675	000286702	14048461	PZ3.D1772Sn	Daly, Carroll John,	1889-1958.	New York|E. J. Clode, inc.|c1927	1927	s	1927	    	1927	nyu		monograph	eng		Fiction			The snarl of the beast / | $c: by Carroll John Daly.
mdp.39015064339909	000287069	1302208	F255.E35	Edmunds, Pocahontas Wight.		Richmond, Va.|Garrett and Massie, incorporated|c1941	1941	s	1941	    	1941	vau		monograph	eng	Legends|North Carolina	Fiction			Land of sand; | legends of the North Carolina coast, | $c: by Pocahontas Wight Edmunds; drawings by Mary Moreland Junkin.
inu.30000118485006	000287069	1302208	F255.E35	Edmunds, Pocahontas Wight.		Richmond, Va.|Garrett and Massie, incorporated|c1941	1941	s	1941	    	1941	vau		monograph	eng	Legends|North Carolina	Fiction			Land of sand; | legends of the North Carolina coast, | $c: by Pocahontas Wight Edmunds; drawings by Mary Moreland Junkin.
uc1.b3624095	000287069	1302208	F255.E35	Edmunds, Pocahontas Wight.		Richmond, Va.|Garrett and Massie, incorporated|c1941	1941	s	1941	    	1941	vau		monograph	eng	Legends|North Carolina	Fiction			Land of sand; | legends of the North Carolina coast, | $c: by Pocahontas Wight Edmunds; drawings by Mary Moreland Junkin.
uc1.$b102264	000295245	3211234		Marshall, Harry Ignatius,	1878-	Portland, Me.|Falmouth Pub. House|1947.	1947	s	1947	    	1947	meu		monograph	eng	Karen (Southeast Asian people)|Fiction	Fiction			Naw Su : | a story of Burma / | $c: by Harry I. Marshall ; illustrated by Audrey Rands.
mdp.39015016414586	000295245	3211234		Marshall, Harry Ignatius,	1878-	Portland, Me.|Falmouth Pub. House|1947.	1947	s	1947	    	1947	meu		monograph	eng	Karen (Southeast Asian people)|Fiction	Fiction			Naw Su : | a story of Burma / | $c: by Harry I. Marshall ; illustrated by Audrey Rands.
mdp.39015030746104	000305581	594019	PZ3.H7757Bl	Hopkins, Linton C. (Linton Cooke),	1872-1943.	Boston|Little, Brown, and company|1931.	1931	s	1931	    	1931	mau		monograph	eng		Fiction			Black Buck, | $c: by Linton C. Hopkins.
mdp.39015016424064	000306808	3580310	PZ3.M3402Ke	Markey, Gene,	1895-1980.	New York|Random House|1956	1956	s	1956	    	1956	nyu		monograph	eng		Fiction			Kentucky pride.
mdp.39015005027837	000315749	1856763		Dos Passos, John,	1896-1970.	Boston|Houghton Mifflin Company|c1949	1949	s	1949	    	1949	mau		monograph	eng	Fiction|World War, 1914-1918	Fiction			Three soldiers.
mdp.39015013105757	000317796	2236204	PZ3.A7346Par	Armstrong, Arnold B.		New York|The Macmillan Company|1934.	1934	s	1934	    	1934	nyu		monograph	eng	California|United States|Depressions|1929|Fiction|Agricultural laborers	Fiction			Parched earth / | $c: by Arnold B. Armstrong.
mdp.39015073389176	000317796	2236204	PZ3.A7346Par	Armstrong, Arnold B.		New York|The Macmillan Company|1934.	1934	s	1934	    	1934	nyu		monograph	eng	California|United States|Depressions|1929|Fiction|Agricultural laborers	Fiction			Parched earth / | $c: by Arnold B. Armstrong.
uc1.b3710939	000317796	2236204	PZ3.A7346Par	Armstrong, Arnold B.		New York|The Macmillan Company|1934.	1934	s	1934	    	1934	nyu		monograph	eng	California|United States|Depressions|1929|Fiction|Agricultural laborers	Fiction			Parched earth / | $c: by Arnold B. Armstrong.
mdp.39015053583582	000320644	1833368	PZ3.K55Doh	Kilbourne, Fannie.		New York|Dodd, Mead & company|1931.	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Dot and Will at home.
mdp.39015063943131	000320645	29612888	PZ3.K55Ho	Kilbourne, Fannie.		New York|Dodd, Mead and company|1926.	1926	s	1926	    	1926	nyu		monograph	eng		Fiction			The Horton twins, | $c: by Fannie Kilbourne.
mdp.39015063945979	000320686	2956564		Phillips, David Graham,	1867-1911.	New York|London|D. Appleton and company|1927.	1927	s	1927	    	1927	nyu		monograph	eng		Fiction			The second generation, | $c: by David Graham Phillips.
mdp.39015063753605	000320687	989970	PZ3.C3526We	Chamberlain, Mary Stuart.		New York|L. Furman, inc.|c1937	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			We inheritors, | $c: by Mary Stuart Chamberlain.
mdp.39015063514106	000321254	13753698		Kingsley, Charles,	1819-1875.	London|Toronto|J. M. Dent & sons ltd.|New York|E. P. Dutton & co.|1929	1929	r	1929	1906	1929	enk		monograph	eng	Elizabeth, 1558-1603|Fiction|History	Fiction	Great Britain		Westward ho! | or, The voyages and adventures of Sir Amyas Leigh knt. of Burrough, in the county of Devon, in the reign of her most glorious majesty Queen Elizabeth, rendered into modern English; | $c: by Charles Kingsley.
mdp.39015063946159	000321297	1808031	PZ3.P5112Mu	Phelan, James Leo,	1895-	New York|W. Morrow & company|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			Museum, | a novel | $c: by James L. Phelan.
uc1.$b56223	000321297	1808031	PZ3.P5112Mu	Phelan, James Leo,	1895-	New York|W. Morrow & company|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			Museum, | a novel | $c: by James L. Phelan.
mdp.39015063891116	000321525	3693771	PZ3.K7425Af	Knight, Clifford,	b. 1886.	New York|Dodd, Mead & company|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			The affair of the scarlet crab, | $c: by Clifford Knight.
mdp.39015020093764	000321539	1731039	PZ3.K78De	Knox, Timothy.		Boston|New York|Houghton Mifflin company|1934.	1934	s	1934	    	1934	mau		monograph	eng		Fiction			Death in the state house.
mdp.39015063948072	000322306	37142696	PZ3.O657In	jr. Ordway, Samuel Hanson,		New York|Duffield and company|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			The intellect is a brute, | a novel | $c: by Samuel H. Ordway, jr.
mdp.39015063947280	000322316	11267859	PZ3.O817Pd 2	Osbourne, Lloyd,	1868-1947.	Garden City, N. Y.|Pub. for the Crime club, inc., by Doubleday, Doran & company, inc.|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Peril, | $c: by Lloyd Osbourne.
mdp.39015063936697	000322326	37141528	PZ3.N794Bu 3	Norris, Kathleen Thompson,	1880-1966.	New York|A. L. Burt company|1925	1925	s	1925	    	1925	nyu		monograph	eng		Fiction			Butterfly, | $c: by Kathleen Norris.
uc1.$b105770	000322759	2212424	PZ4.M1347SwPS3563.A27650	McDonald, Grace Lois,	b. 1889.	New York|Citadel Press|1951	1951	s	1951	    	1951	nyu		monograph	eng		Fiction		1st ed.]	Swing shift; | a novel | $c: by Margaret Graham [pseud.
mdp.39015073377213	000322759	2212424	PZ4.M1347SwPS3563.A27650	McDonald, Grace Lois,	b. 1889.	New York|Citadel Press|1951	1951	s	1951	    	1951	nyu		monograph	eng		Fiction		1st ed.]	Swing shift; | a novel | $c: by Margaret Graham [pseud.
mdp.39015060555193	000322759	2212424	PZ4.M1347SwPS3563.A27650	McDonald, Grace Lois,	b. 1889.	New York|Citadel Press|1951	1951	s	1951	    	1951	nyu		monograph	eng		Fiction		1st ed.]	Swing shift; | a novel | $c: by Margaret Graham [pseud.
uc1.b3687548	000322759	2212424	PZ4.M1347SwPS3563.A27650	McDonald, Grace Lois,	b. 1889.	New York|Citadel Press|1951	1951	s	1951	    	1951	nyu		monograph	eng		Fiction		1st ed.]	Swing shift; | a novel | $c: by Margaret Graham [pseud.
mdp.39015020215235	000323934	6553235	PZ3.L4361Du	Lawrence, Hilda.		New York|Simon and Schuster|1949 [c1947	1949	c	1949	1947	1949	nyu		monograph	eng		Fiction			Duet of death ...
mdp.39015063939980	000324062	1234106	PZ3.L4364Bo	Lawrence, Josephine,	1897?-1978.	Boston|Little, Brown and company|1938.	1938	s	1938	    	1938	mau		monograph	eng		Fiction		First edition.	Bow down to wood and stone, | $c: by Josephine Lawrence.
mdp.39015036669656	000324110	1892868	PZ3.L46Fe	Lea, Fannie Heaslip,	1884-	New York|Dodd, Mead & company|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			The four Marys, | $c: by Fanny Heaslip Lea.
mdp.39015063946977	000324193	1477877	PZ3.N95Wh	Nunn, Guy Theodore,	1915-	New York|Reynal & Hitchcock|1947	1947	s	1947	    	1947	nyu		monograph	eng		Fiction			White shadows, | $c: by Guy Nunn.
mdp.39015063947017	000324235	1525913	PZ3.O286FL	Mrs., Oemler, Marie (Conway)	1879-1932.	New York|London|The Century co.|c1931	1931	s	1931	    	1931	nyu		monograph	eng		Fiction			Flower of thorn.
mdp.39015063942067	000324246	615599	PZ3.L5123Ri	Lee, George Washington,	1894-	New York|The Macaulay company|c1937	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			River George, | $c: by George W. Lee.
mdp.39015051429499	000324508	7145977	PZ3.R14865Hi	Ramsay, Janet.		New York|London|The Century co.|c1924	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			High road, | $c: by Janet Ramsay.
mdp.39015063949419	000324583	34692734		Rideout, Henry Milner,	1877-	New York|Duffield and company|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			The far cry, | $c: by Henry Milner Rideout.
mdp.39015063946829	000324642	852231	PZ3.O39Go	Ohta, Takashi		New York|C. Boni|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			The golden wind / | $c: Takashi Ohta and Margaret Sperry.
mdp.39015063952827	000324678	66269029		[Rister, Claude]	1892-	New York|Triangle books|1938	1938	s	1938	    	1938	nyu		monograph	eng		Fiction			Two-gun Harney, | y Buck Billings [pseud.]
mdp.39015063962875	000324718	1469612	PZ3.S5559Mi	Shiffrin, Abraham B.,	1902-	New York|M. Kennerley|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			Mr. Pirate, | a romance, | $c: by A. B. Shiffrin.
mdp.39015063974706	000324838	66269043	PZ3.W463Om	Wells, Carolyn.		New York|Chicago|A. L. Burt company|1933	1933	s	1933	    	1933	nyu		monograph	eng		Fiction		Vicky Van -- Spooky hollow -- The mystery of the sycamore -- The curved blades.	The omnibus Fleming Stone | $c: Carolyn Wells.
mdp.39015035994857	000325016	1648096	PZ3.R553Se	Robins, Elizabeth,	1862-1952.	New York|London|Harper & brothers|1926.	1926	s	1926	    	1926	nyu		monograph	eng		Fiction		First edition.	The secret that was kept, | a study in fear | $c: by Elizabeth Robins.
mdp.39015063974391	000325085	3471767	PZ3.W5826He	White, Edward Lucas,	1866-	New York|George H. Doran company|c1925	1925	s	1925	    	1925	nyu		monograph	eng	Helen of Troy (Greek mythology)	Fiction			Helen; | the story of the romance of Helen of Troy, born Helen of Sparta, and of Aithre, mother of King Theseus of Attica, who became Helen's bondslave, handmaid and foster-mother, | $c: by Edward Lucas White; decorated by Theodore Nadejen.
mdp.39015063974540	000325103	13690391		White, Stewart Edward,	1873-1946.	Garden City, New York|Doubleday, Page & co.|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			The blazed trail, | $c: by Stewart Edward White.
mdp.39015063986429	000325229	1036332	PZ3.W896AL	Wormser, Richard,	1908-1977.	New York|Modern age books, inc.|c1937	1937	s	1937	    	1937	nyu		monograph	eng		Fiction			All's fair ... | $c: [by] Richard Wormser.
mdp.39015063986411	000325235	6783923	PZ3.W8996Man	Worthington, Marjorie Muir,	1900-1976.	New York|London|A. A. Knopf|1937.	1937	s	1937	    	1937	nyu		monograph	eng		Fiction		First edition.	Manhattan solo, | $c: by Marjorie Worthington.
uc1.$b243727	000325247	1747330	PZ3.W9324Ma	Wright, Harold Bell,	1872-1944.	New York and London|Harper & brothers|1932.	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			Ma Cinderella, | $c: by Harold Bell Wright.
mdp.39015033609341	000325247	1747330	PZ3.W9324Ma	Wright, Harold Bell,	1872-1944.	New York and London|Harper & brothers|1932.	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			Ma Cinderella, | $c: by Harold Bell Wright.
mdp.39015063975943	000325313	7540035	PZ3.W935So	Mrs. Wright, Priscilla Hovey,		Boston|Houghton Mifflin company|1937.	1937	s	1937	    	1937	mau		monograph	eng		Fiction			So we'll live.
mdp.39015063955671	000325470	7755500	PZ3.R5624Me	[Robinson, Lewis George]	1886-	Garden City, N.Y.|Pub. for The Crime club, inc., by Doubleday, Doran & company, inc.|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction		First edition.	The Medbury fort murder, | $c: by George Limnelius [pseud.]
mdp.39015063975398	000325495	3503692	PZ3.Y281Th	Yates, George Worthing.		New York|W. Morrow and company|1936.	1936	s	1936	    	1936	nyu		monograph	eng		Fiction			There was a crooked man / | $c: by George Worthing Yates.
mdp.39015006950805	000325496	7580900	PZ3.Y5AL	Yezierska, Anzia,	1880?-1970.	New York|Brewer, Warren & Putnam|1932.	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			All I could never be, | $c: by Anzia Yezierska.
mdp.39015063975224	000325510	15276745	AC1.E8 no.329	Yonge, Charlotte M. (Charlotte Mary),	1823-1901.	London|Toronto|J. M. Dent & sons, ltd.|New York|E. P. Dutton & co.|1929	1929	r	1929	1908	1929	enk		monograph	eng	Maximilian I, 1493-1519|1459-1519|History | Fiction|I|Maximilian|Fiction|Holy Roman Emperor	Fiction|Bibliographies	Holy Roman Empire		The dove in the eagle's nest, | $c: by Charlotte M. Yonge.
mdp.39015063959871	000325854	1456488	PZ3.S4357Br	Scudder, Vida Dutton,	1861-1954.	Boston|Little, Brown, and company|1927.	1927	s	1927	    	1927	mau		monograph	eng	Franciscans	Fiction			Brother John; | a tale of the first Franciscans, | $c: by Vida D. Scudder.
mdp.39015063975638	000325952	2927327	PZ3.S1866CL	Mrs., Saminsky, Lillian (Buck)	1893-	New York|Margent press|1938.	1938	s	1938	    	1938	nyu		monograph	eng		Fiction			Cleft mooring, | $c: by Lillian Saminsky.
uc1.$b63727	000325952	2927327	PZ3.S1866CL	Mrs., Saminsky, Lillian (Buck)	1893-	New York|Margent press|1938.	1938	s	1938	    	1938	nyu		monograph	eng		Fiction			Cleft mooring, | $c: by Lillian Saminsky.
mdp.39015066716476	000325979	13995655	PZ3.Z3Lav	Zeigen, Frederic.		Boston|Chapple publishing company, ltd.|c1928.	1928	r	1928	    	1928	mau		monograph	eng		Fiction			Lava, | the story of a fighting pastor, | $c: by Frederic Zeigen.
mdp.39015066716633	000325980	5133962	PZ3.Z86A¹	Zugsmith, Leane,	1903-1969.	New York|Payson & Clarke ltd.|c1929	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			All victories are alike, | $c: by Leane Zugsmith.
uc1.$b63732	000325983	7481093	PZ3.S2713Ab	Sawyer, Edith A. (Edith Augusta),	b. 1869.	New York|J.L. Pratt|1932.	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			The abiding of Umé | [Umé no kakurega] | $c: by Edith A. Sawyer ... with introduction by Viscount Saito ...
mdp.39015063975042	000325983	7481093	PZ3.S2713Ab	Sawyer, Edith A. (Edith Augusta),	b. 1869.	New York|J.L. Pratt|1932.	1932	s	1932	    	1932	nyu		monograph	eng		Fiction			The abiding of Umé | [Umé no kakurega] | $c: by Edith A. Sawyer ... with introduction by Viscount Saito ...
mdp.39015063959889	000326024	17352273	PZ3.S4397Yo	Sears, Elisabeth (Egan)	1884-	New York|Green cirlce books|c1936	1936	s	1936	    	1936	nyu		monograph	eng		Fiction			You never can tell, | $c: by Elisabeth Sears.
mdp.39015063919636	000326028	37130027		Garrett, William A.,	1890-	New York|D. Appleton and company|1924.	1924	s	1924	    	1924	nyu		monograph	eng		Fiction			Friday to Monday, | $c: by William Garrett.
uc1.$b312475	000326048	2847137	PZ3.S448Fr9	Sedgwick, Anne Douglas,	1873-1935.	Boston|New York|Houghton Mifflin company|1925.	1925	s	1925	    	1925	mau		monograph	eng		Fiction			Franklin Winslow Kane, | $c: by Anne Douglas Sedgwick (Mrs. Basil de Selincourt)
mdp.39015063952785	000326048	2847137	PZ3.S448Fr9	Sedgwick, Anne Douglas,	1873-1935.	Boston|New York|Houghton Mifflin company|1925.	1925	s	1925	    	1925	mau		monograph	eng		Fiction			Franklin Winslow Kane, | $c: by Anne Douglas Sedgwick (Mrs. Basil de Selincourt)
mdp.39015063552015	000326079	14637106		Gates, H. L. (Henry Leyford),	1878-1937.	New York, N.Y.|Jacobsen publishing company, inc.|1931	1931	r	1931	    	1931	nyu		monograph	eng		Fiction			The house of murder | $c: [by] H. L. Gates.
mdp.39015023151445	000326228	9163920		Wilson, Harry Leon,	1867-1939.	Garden City, N.Y.|Doubleday, Page & company|1923.	1923	s	1923	    	1923	nyu		monograph	eng		Fiction			Bunker Bean, | $c: by Harry Leon Wilson.
mdp.39015063976297	000326295	7844646		[Wood, Sabine W.]		Boston|L. C. Page & company|1924.	1924	s	1924	    	1924	mau		monograph	eng		Fiction			The cradle of the deep | [an account of the adventures of Eleanor Channing and John Starbuck] | $c: by Jacob Fisher [pseud.]; with a frontispiece in full color from a painting by Modest Stein.
mdp.39015063976255	000326369	9701420	PZ3.W8642Mu	Woods, Katherine,	1886-1968.	Boston|New York|Houghton Mifflin company|1934.	1934	s	1934	    	1934	mau		monograph	eng		Fiction			Murder in a walled town; | the private memoirs of Wayne Armitage, | $c: by Katherine Woods.
mdp.39015063976206	000326378	9974588	PZ3.W869Dc 2	Woodthorpe, Ralph Carter.		Garden City, N.Y.|Pub. for the Crime club, inc., by Doubleday, Doran & company, inc.|1935.	1935	s	1935	    	1935	nyu		monograph	eng		Fiction		First edition.	Death in a little town, | $c: by R. C. Woodthorpe.
mdp.39015063976438	000326439	3701342	PZ3.W6963Ye	Wilson, Mary Badger.		Philadelphia|The Penn publishing company|1934	1934	s	1934	    	1934	pau		monograph	eng		Fiction			Yesterday's promise | $c: [by] Mary Badger Wilson.
mdp.39015063917424	000326548	4232345	PZ3.F7754St	Fort, John Porter,	1888-	New York|Dodd, Mead & company|1929.	1929	s	1929	    	1929	nyu		monograph	eng		Fiction			Stone Daugherty, | $c: by John P. Fort.
mdp.39015063975877	000326579	5087702	PZ3.W748Lo	Wise, Evelyn Voss,	1899-1956.	New York|London|D. Appleton-Century company, incorporated|1938.	1938	s	1938	    	1938	nyu		monograph	eng		Fiction			The long tomorrow, | $c: by Evelyn Voss Wise.
